date,region,channel,category,product_id,orders,units,gmv,discount,refund_amount,new_customers,returning_customers,avg_session_seconds,impressions,clicks,ctr
2024-06-10,华南,天猫,家用电器,家用电器-SKU007,33,40,5011.82,815.11,156.31,10,23,556,891,73,0.0819
2024-06-10,东北,小程序,运动户外,运动户外-SKU006,11,16,983.04,202.48,69.98,2,9,386,297,24,0.0808
2024-06-11,华东,美团,手机数码,手机数码-SKU003,9,10,1252.39,228.91,61.04,3,6,105,261,9,0.0345
2024-06-11,华南,小程序,运动户外,运动户外-SKU002,40,39,3607.82,477.24,264.35,7,33,366,1120,40,0.0357
2024-06-11,华南,拼多多,运动户外,运动户外-SKU003,21,27,3165.78,65.69,183.9,6,15,244,399,32,0.0802
2024-06-11,东北,线下门店,家用电器,家用电器-SKU002,10,13,457.39,95.4,2.92,3,7,374,210,10,0.0476
2024-06-11,西北,美团,服饰鞋包,服饰鞋包-SKU002,20,21,2041.64,75.44,140.7,7,13,242,200,25,0.125
2024-06-11,西北,美团,家居家装,家居家装-SKU001,20,17,2692.78,517.55,144.1,3,17,434,60,20,0.3333
2024-06-11,华中,京东,家用电器,家用电器-SKU001,21,27,2180.53,312.64,82.74,2,19,352,294,21,0.0714
2024-06-11,华东,线下门店,手机数码,手机数码-SKU006,48,53,2150.53,385.58,7.35,9,39,168,576,48,0.0833
2024-06-11,西南,天猫,家居家装,家居家装-SKU008,18,18,1765.21,194.12,30.65,3,15,440,378,18,0.0476
2024-06-11,东北,线下门店,手机数码,手机数码-SKU001,7,7,629.38,153.66,42.37,1,6,405,161,23,0.1429
2024-06-11,华南,天猫,家居家装,家居家装-SKU007,42,45,6977.75,324.36,193.54,15,27,133,630,42,0.0667
2024-06-12,华中,天猫,服饰鞋包,服饰鞋包-SKU004,29,41,3732.18,147.8,177.5,11,18,417,464,29,0.0625
2024-06-12,华北,京东,家用电器,家用电器-SKU007,40,37,7746.35,1322.61,47.43,14,26,502,520,51,0.0981
2024-06-12,华中,美团,食品生鲜,食品生鲜-SKU007,53,50,6905.2,214.82,104.36,14,39,31,371,53,0.1429
2024-06-12,华北,京东,运动户外,运动户外-SKU007,25,33,4474.41,975.83,94.25,4,21,307,425,25,0.0588
2024-06-12,华南,线下门店,家居家装,家居家装-SKU004,29,33,2788.02,31.3,110.47,5,24,33,609,29,0.0476
2024-06-12,东北,美团,食品生鲜,食品生鲜-SKU008,53,59,3788.22,332.04,259.32,9,44,366,1060,121,0.1142
2024-06-12,东北,拼多多,家用电器,家用电器-SKU008,23,24,4004.66,425.31,177.1,6,17,152,644,23,0.0357
2024-06-12,东北,美团,食品生鲜,食品生鲜-SKU001,24,30,2461.42,467.67,177.45,6,18,240,480,36,0.075
2024-06-12,华北,线下门店,美妆个护,美妆个护-SKU004,16,23,2629.95,9.16,52.82,2,14,38,352,16,0.0455
2024-06-12,华北,京东,母婴玩具,母婴玩具-SKU001,19,17,2572.25,170.09,34.34,2,17,298,95,19,0.2
2024-06-12,东北,京东,家用电器,家用电器-SKU001,30,38,4649.81,8.51,281.95,3,27,87,750,79,0.1053
2024-06-13,西北,抖音,家用电器,家用电器-SKU004,10,8,1704.31,357.99,87.7,1,9,524,250,24,0.096
2024-06-13,西北,京东,服饰鞋包,服饰鞋包-SKU005,19,20,2496.77,459.02,94.81,6,13,291,570,80,0.1404
2024-06-13,华南,京东,家居家装,家居家装-SKU002,62,54,3750.7,173.96,4.2,21,41,249,496,62,0.125
2024-06-13,东北,线下门店,手机数码,手机数码-SKU001,13,16,1931.82,332.05,33.24,3,10,182,260,17,0.0654
2024-06-13,华南,天猫,服饰鞋包,服饰鞋包-SKU001,8,8,1448.02,141.52,92.97,2,6,101,168,10,0.0595
2024-06-13,华中,线下门店,手机数码,手机数码-SKU001,17,16,2129.26,31.9,84.31,2,15,42,51,17,0.3333
2024-06-13,西南,天猫,美妆个护,美妆个护-SKU001,37,46,5018.01,256.16,326.37,9,28,551,666,89,0.1336
2024-06-13,西南,京东,服饰鞋包,服饰鞋包-SKU002,12,11,1065.48,245.61,65.93,3,9,144,216,12,0.0556
2024-06-13,东北,天猫,运动户外,运动户外-SKU001,24,34,3800.55,934.22,44.0,4,20,338,288,37,0.1285
2024-06-13,华南,京东,家居家装,家居家装-SKU003,11,15,1467.59,66.44,107.0,1,10,114,77,11,0.1429
2024-06-13,西北,小程序,手机数码,手机数码-SKU005,27,33,1510.02,179.11,21.78,7,20,243,648,27,0.0417
2024-06-13,华北,抖音,家用电器,家用电器-SKU004,40,58,4920.25,572.74,322.12,12,28,54,960,40,0.0417
2024-06-14,西北,抖音,家居家装,家居家装-SKU002,27,31,3616.35,603.4,92.48,10,17,123,216,27,0.125
2024-06-14,西南,美团,食品生鲜,食品生鲜-SKU007,10,8,956.0,217.08,39.29,2,8,249,170,10,0.0588
2024-06-14,华东,线下门店,食品生鲜,食品生鲜-SKU005,41,41,5323.59,583.36,279.96,16,25,142,861,41,0.0476
2024-06-14,东北,线下门店,服饰鞋包,服饰鞋包-SKU002,35,45,4585.22,844.8,280.28,13,22,236,525,49,0.0933
2024-06-14,华南,美团,美妆个护,美妆个护-SKU006,46,55,6953.2,759.72,249.79,17,29,546,368,46,0.125
2024-06-14,华中,拼多多,家居家装,家居家装-SKU005,36,32,6591.49,277.13,526.2,5,31,533,864,122,0.1412
2024-06-14,华东,抖音,家居家装,家居家装-SKU001,44,47,5169.52,26.65,226.86,9,35,328,1144,125,0.1093
2024-06-14,华南,线下门店,家用电器,家用电器-SKU001,4,4,443.85,63.04,3.2,0,4,445,112,4,0.0357
2024-06-14,东北,美团,家用电器,家用电器-SKU007,32,40,3105.35,182.51,170.3,5,27,497,832,105,0.1262
2024-06-14,东北,线下门店,运动户外,运动户外-SKU001,13,12,1340.7,100.62,106.08,5,8,590,208,16,0.0769
2024-06-14,华南,天猫,手机数码,手机数码-SKU001,61,59,1333.81,171.74,73.02,10,51,151,366,61,0.1667
2024-06-14,西南,天猫,家用电器,家用电器-SKU002,18,16,1379.51,127.39,28.6,4,14,346,126,18,0.1429
2024-06-15,东北,美团,手机数码,手机数码-SKU002,22,28,3221.7,332.54,7.72,4,18,286,264,24,0.0909
2024-06-15,东北,拼多多,母婴玩具,母婴玩具-SKU008,17,24,2118.16,73.05,149.33,5,12,172,425,50,0.1176
2024-06-15,西北,线下门店,服饰鞋包,服饰鞋包-SKU003,21,21,2425.27,465.08,187.84,3,18,430,147,21,0.1429
2024-06-15,华东,拼多多,食品生鲜,食品生鲜-SKU006,22,24,2954.46,264.8,229.49,4,18,193,220,22,0.1
2024-06-15,华东,抖音,家用电器,家用电器-SKU003,47,39,5526.37,192.72,310.02,6,41,148,1128,77,0.0683
2024-06-15,华南,美团,家居家装,家居家装-SKU006,27,29,5348.61,531.63,377.98,3,24,207,270,27,0.1
2024-06-15,华东,天猫,家用电器,家用电器-SKU003,21,18,2389.69,17.7,138.3,6,15,209,189,27,0.1429
2024-06-15,西北,小程序,母婴玩具,母婴玩具-SKU002,31,41,4999.71,330.6,212.93,6,25,539,806,56,0.0695
2024-06-16,东北,美团,食品生鲜,食品生鲜-SKU005,40,40,5730.64,938.52,409.78,15,25,459,400,51,0.1275
2024-06-16,东北,天猫,家用电器,家用电器-SKU002,31,30,3782.69,703.13,189.41,5,26,346,558,71,0.1272
2024-06-16,华北,线下门店,母婴玩具,母婴玩具-SKU002,25,36,3326.66,781.93,201.43,8,17,159,725,53,0.0731
2024-06-16,西南,拼多多,手机数码,手机数码-SKU007,40,59,3282.81,288.13,183.52,8,32,186,1200,40,0.0333
2024-06-16,华中,拼多多,母婴玩具,母婴玩具-SKU008,39,36,2393.42,175.59,89.43,4,35,193,819,39,0.0476
2024-06-16,华东,天猫,母婴玩具,母婴玩具-SKU002,36,34,6076.26,1509.07,473.25,4,32,350,1080,51,0.0472
2024-06-16,华东,抖音,母婴玩具,母婴玩具-SKU007,37,44,4165.75,350.21,212.35,13,24,394,296,37,0.125
2024-06-17,华东,拼多多,食品生鲜,食品生鲜-SKU005,40,36,5231.61,877.05,256.33,13,27,589,800,40,0.05
2024-06-17,华南,天猫,母婴玩具,母婴玩具-SKU004,17,19,2811.22,202.06,196.66,4,13,213,442,17,0.0385
2024-06-17,华中,美团,母婴玩具,母婴玩具-SKU001,25,34,4125.73,18.86,279.47,8,17,74,200,25,0.125
2024-06-17,华北,抖音,美妆个护,美妆个护-SKU005,12,17,1082.36,7.93,61.33,1,11,570,192,12,0.0625
2024-06-17,西南,京东,家用电器,家用电器-SKU007,14,17,1800.02,449.78,29.04,3,11,593,406,37,0.0911
2024-06-17,华东,天猫,家用电器,家用电器-SKU005,14,19,1719.03,402.59,111.85,2,12,538,364,14,0.0385
2024-06-17,东北,小程序,母婴玩具,母婴玩具-SKU001,55,81,8501.73,824.57,630.7,18,37,393,1320,145,0.1098
2024-06-18,西北,线下门店,食品生鲜,食品生鲜-SKU002,27,25,6155.64,718.15,257.99,9,18,39,621,27,0.0435
2024-06-18,西南,抖音,美妆个护,美妆个护-SKU006,31,35,3464.66,799.14,154.69,9,22,484,589,67,0.1138
2024-06-18,东北,拼多多,手机数码,手机数码-SKU004,33,47,3750.38,25.77,207.1,4,29,511,957,33,0.0345
2024-06-18,西北,线下门店,母婴玩具,母婴玩具-SKU005,31,44,2203.21,267.23,147.62,3,28,459,620,81,0.1306
2024-06-18,华东,京东,食品生鲜,食品生鲜-SKU001,35,44,2892.51,254.47,200.65,8,27,45,280,35,0.125
2024-06-18,华北,京东,服饰鞋包,服饰鞋包-SKU004,53,56,6077.14,1252.26,189.95,5,48,423,1166,120,0.1029
2024-06-19,东北,拼多多,食品生鲜,食品生鲜-SKU007,57,84,7351.4,1253.86,209.67,13,44,151,570,57,0.1
2024-06-19,华北,小程序,服饰鞋包,服饰鞋包-SKU002,22,20,965.6,215.97,63.61,4,18,34,396,55,0.1389
2024-06-19,华北,天猫,食品生鲜,食品生鲜-SKU003,24,24,4428.53,124.56,190.67,3,21,170,288,24,0.0833
2024-06-19,华东,京东,手机数码,手机数码-SKU001,27,28,3948.47,798.94,23.56,2,25,264,108,27,0.25
2024-06-19,华东,拼多多,运动户外,运动户外-SKU006,33,40,88.6,15.47,2.87,11,22,266,792,104,0.1313
2024-06-19,华北,京东,食品生鲜,食品生鲜-SKU002,10,11,1858.42,409.07,41.05,2,8,295,270,40,0.1481
2024-06-19,东北,美团,母婴玩具,母婴玩具-SKU002,23,25,3593.86,668.87,262.9,3,20,589,621,23,0.037
2024-06-19,西南,抖音,家用电器,家用电器-SKU003,14,11,2198.51,278.49,60.04,2,12,415,420,59,0.1405
2024-06-20,东北,线下门店,运动户外,运动户外-SKU003,16,21,2167.2,426.27,75.44,5,11,408,432,21,0.0486
2024-06-20,西南,京东,手机数码,手机数码-SKU006,16,20,2344.33,35.84,93.78,2,14,423,448,21,0.0469
2024-06-20,华中,小程序,美妆个护,美妆个护-SKU008,42,35,5325.78,423.47,416.99,10,32,220,714,42,0.0588
2024-06-20,华北,线下门店,家居家装,家居家装-SKU008,32,45,4349.25,187.84,90.31,10,22,570,480,70,0.1458
2024-06-20,华南,线下门店,食品生鲜,食品生鲜-SKU001,24,33,3105.2,345.7,221.68,7,17,177,432,61,0.1412
2024-06-20,西北,京东,家居家装,家居家装-SKU004,52,59,5805.21,606.02,64.26,14,38,253,988,69,0.0698
2024-06-20,西南,线下门店,手机数码,手机数码-SKU007,38,39,2010.09,259.81,150.54,15,23,269,304,38,0.125
2024-06-20,华北,美团,美妆个护,美妆个护-SKU005,11,9,668.32,157.66,32.29,1,10,234,231,15,0.0649
2024-06-20,华北,线下门店,运动户外,运动户外-SKU007,51,62,4372.49,745.3,258.11,11,40,89,1326,101,0.0762
2024-06-20,西南,拼多多,家居家装,家居家装-SKU006,18,16,2272.23,400.18,5.02,6,12,569,198,18,0.0909
2024-06-20,华南,美团,母婴玩具,母婴玩具-SKU003,29,40,3871.51,170.41,292.28,4,25,135,174,29,0.1667
2024-06-21,华北,小程序,运动户外,运动户外-SKU007,40,39,4651.61,191.16,290.05,5,35,586,560,40,0.0714
2024-06-21,华中,拼多多,美妆个护,美妆个护-SKU001,39,36,3588.79,857.14,2.26,10,29,213,312,39,0.125
2024-06-21,西南,线下门店,手机数码,手机数码-SKU002,59,50,6123.09,608.51,242.7,7,52,462,1180,59,0.05
2024-06-21,西南,美团,手机数码,手机数码-SKU004,70,65,11474.66,1278.42,714.67,25,45,41,280,70,0.25
2024-06-21,华南,拼多多,运动户外,运动户外-SKU003,19,28,3260.46,695.14,225.11,4,15,315,532,38,0.0714
2024-06-21,华中,天猫,美妆个护,美妆个护-SKU001,41,50,3466.8,52.75,244.33,11,30,593,533,41,0.0769
2024-06-21,西北,线下门店,美妆个护,美妆个护-SKU003,37,38,6528.41,294.08,449.77,5,32,150,1073,68,0.0634
2024-06-21,华东,抖音,母婴玩具,母婴玩具-SKU001,10,10,1376.64,135.99,36.47,1,9,200,200,20,0.1
2024-06-21,华南,线下门店,运动户外,运动户外-SKU005,28,30,2586.28,292.67,0.12,10,18,475,336,41,0.122
2024-06-21,西南,抖音,母婴玩具,母婴玩具-SKU001,9,8,929.38,214.31,42.01,3,6,205,198,9,0.0455
2024-06-21,华东,抖音,食品生鲜,食品生鲜-SKU004,33,32,5581.86,1275.27,261.13,5,28,190,462,66,0.1429
2024-06-21,华南,天猫,服饰鞋包,服饰鞋包-SKU004,38,49,5260.88,1191.42,338.95,7,31,90,228,38,0.1667
2024-06-22,华北,抖音,手机数码,手机数码-SKU004,24,22,2024.23,409.17,46.13,8,16,228,648,76,0.1173
2024-06-22,华南,抖音,美妆个护,美妆个护-SKU007,42,37,4550.59,923.59,9.7,11,31,581,966,42,0.0435
2024-06-22,东北,抖音,食品生鲜,食品生鲜-SKU002,12,11,1189.93,99.16,56.97,2,10,167,48,12,0.25
2024-06-22,西南,拼多多,美妆个护,美妆个护-SKU002,27,25,4210.51,168.48,305.32,5,22,304,621,27,0.0435
2024-06-22,西南,抖音,家用电器,家用电器-SKU003,9,8,1265.57,31.6,37.7,2,7,161,144,18,0.125
2024-06-22,华北,京东,母婴玩具,母婴玩具-SKU005,29,35,3094.08,19.65,153.67,3,26,264,87,29,0.3333
2024-06-22,西北,小程序,食品生鲜,食品生鲜-SKU006,46,39,6708.27,1182.59,33.7,14,32,369,644,46,0.0714
2024-06-22,华南,小程序,服饰鞋包,服饰鞋包-SKU002,40,45,5523.02,1161.65,228.62,9,31,502,920,40,0.0435
2024-06-23,华北,小程序,食品生鲜,食品生鲜-SKU003,21,28,3104.08,549.57,63.17,7,14,359,525,73,0.139
2024-06-23,华中,京东,手机数码,手机数码-SKU005,39,47,4728.1,582.39,144.57,10,29,243,390,45,0.1154
2024-06-23,华中,拼多多,家居家装,家居家装-SKU002,23,26,2547.55,216.73,146.01,6,17,473,253,23,0.0909
2024-06-23,西北,线下门店,家居家装,家居家装-SKU004,10,8,923.41,74.02,32.3,3,7,168,150,18,0.12
2024-06-23,华中,抖音,母婴玩具,母婴玩具-SKU008,12,16,1292.46,98.6,22.41,4,8,356,312,19,0.0609
2024-06-23,西南,京东,服饰鞋包,服饰鞋包-SKU003,12,17,2090.21,278.67,58.97,4,8,445,96,12,0.125
2024-06-23,西南,京东,母婴玩具,母婴玩具-SKU004,35,30,5082.69,16.15,346.06,5,30,196,350,48,0.1371
2024-06-24,华中,京东,手机数码,手机数码-SKU001,30,41,2605.42,541.59,92.42,4,26,438,90,30,0.3333
2024-06-24,华北,美团,手机数码,手机数码-SKU006,32,27,5178.34,369.01,16.3,10,22,106,128,32,0.25
2024-06-24,华南,京东,家居家装,家居家装-SKU004,36,46,5084.79,1063.17,38.09,13,23,257,540,69,0.1278
2024-06-24,西南,天猫,服饰鞋包,服饰鞋包-SKU008,40,56,5175.26,517.83,382.34,12,28,86,720,105,0.1458
2024-06-24,西南,抖音,美妆个护,美妆个护-SKU006,8,7,858.73,37.24,18.64,1,7,465,192,8,0.0417
2024-06-24,华东,京东,美妆个护,美妆个护-SKU007,10,13,645.16,41.77,36.78,3,7,336,70,10,0.1429
2024-06-24,西南,抖音,食品生鲜,食品生鲜-SKU005,15,21,1134.18,131.54,59.75,3,12,400,270,38,0.1407
2024-06-24,东北,天猫,母婴玩具,母婴玩具-SKU004,37,38,3871.18,943.29,253.57,13,24,101,666,37,0.0556
2024-06-24,华中,线下门店,运动户外,运动户外-SKU001,63,63,5035.11,774.77,76.04,11,52,217,252,63,0.25
2024-06-24,华南,拼多多,食品生鲜,食品生鲜-SKU005,57,68,8093.29,443.16,223.6,19,38,231,1083,135,0.1247
2024-06-25,华中,美团,手机数码,手机数码-SKU003,23,22,3858.04,718.9,116.82,7,16,458,460,41,0.0891
2024-06-25,西南,京东,美妆个护,美妆个护-SKU007,40,56,7115.32,1741.92,1.83,8,32,542,1200,68,0.0567
2024-06-25,西南,小程序,食品生鲜,食品生鲜-SKU003,13,14,1184.16,230.98,57.16,4,9,63,273,32,0.1172
2024-06-25,华东,抖音,母婴玩具,母婴玩具-SKU001,29,32,2126.07,391.75,49.94,6,23,565,319,29,0.0909
2024-06-25,西南,小程序,母婴玩具,母婴玩具-SKU002,19,24,2612.09,559.08,183.57,3,16,454,570,42,0.0737
2024-06-25,西南,美团,美妆个护,美妆个护-SKU007,43,49,1015.91,17.05,53.57,15,28,119,817,50,0.0612
2024-06-25,华中,线下门店,手机数码,手机数码-SKU001,8,8,1036.07,149.42,9.12,2,6,345,104,8,0.0769
2024-06-25,东北,美团,母婴玩具,母婴玩具-SKU001,23,22,3704.39,817.1,9.86,8,15,263,575,25,0.0435
2024-06-25,西南,线下门店,美妆个护,美妆个护-SKU004,7,6,872.06,46.0,57.03,1,6,153,140,19,0.1357
2024-06-26,西南,拼多多,运动户外,运动户外-SKU005,27,34,2019.57,228.27,104.54,6,21,253,513,59,0.115
2024-06-26,东北,美团,手机数码,手机数码-SKU007,33,35,5272.58,401.61,343.02,10,23,545,891,68,0.0763
2024-06-26,西北,美团,家居家装,家居家装-SKU006,58,81,4215.63,601.78,46.88,7,51,496,232,58,0.25
2024-06-26,西南,美团,家用电器,家用电器-SKU007,28,40,3762.91,193.73,252.55,9,19,441,756,28,0.037
2024-06-26,西北,天猫,运动户外,运动户外-SKU004,43,51,4641.01,971.11,311.62,5,38,579,344,43,0.125
2024-06-26,西南,小程序,家居家装,家居家装-SKU004,44,47,6042.15,1114.08,445.7,11,33,345,968,45,0.0465
2024-06-26,华北,京东,手机数码,手机数码-SKU004,25,37,2172.39,361.09,169.01,3,22,273,325,25,0.0769
2024-06-27,西北,天猫,家用电器,家用电器-SKU005,6,7,453.81,51.01,36.08,1,5,95,132,7,0.053
2024-06-27,华南,天猫,家居家装,家居家装-SKU005,14,19,1410.81,95.78,63.36,3,11,314,336,40,0.119
2024-06-27,西北,京东,家用电器,家用电器-SKU008,53,46,7905.07,1699.65,3.53,15,38,307,1272,53,0.0417
2024-06-27,西北,线下门店,手机数码,手机数码-SKU002,36,33,1919.29,278.74,110.97,5,31,553,180,36,0.2
2024-06-27,西南,美团,手机数码,手机数码-SKU002,55,68,4262.62,439.33,101.74,12,43,79,495,55,0.1111
2024-06-27,华东,线下门店,家用电器,家用电器-SKU008,18,21,2510.87,593.74,110.53,5,13,333,522,27,0.0517
2024-06-27,东北,天猫,手机数码,手机数码-SKU008,10,8,1174.73,99.52,53.09,2,8,508,230,11,0.0478
2024-06-27,华中,天猫,母婴玩具,母婴玩具-SKU002,51,59,4785.85,131.82,306.22,11,40,165,153,51,0.3333
2024-06-27,东北,天猫,美妆个护,美妆个护-SKU002,19,19,1246.62,309.87,42.01,5,14,300,209,19,0.0909
2024-06-27,华中,拼多多,服饰鞋包,服饰鞋包-SKU005,11,13,1207.88,146.32,0.57,1,10,332,308,31,0.1006
2024-06-28,华南,小程序,家居家装,家居家装-SKU004,32,45,3904.72,903.98,298.89,7,25,284,96,32,0.3333
2024-06-28,华中,拼多多,母婴玩具,母婴玩具-SKU001,13,17,2175.38,0.42,159.81,2,11,414,169,13,0.0769
2024-06-28,西北,抖音,手机数码,手机数码-SKU006,23,33,1842.68,230.9,11.67,5,18,480,644,39,0.0606
2024-06-28,西北,天猫,美妆个护,美妆个护-SKU007,43,45,8648.94,1102.78,101.62,8,35,492,774,43,0.0556
2024-06-28,西北,拼多多,母婴玩具,母婴玩具-SKU003,66,56,7452.86,71.62,240.42,15,51,571,1056,66,0.0625
2024-06-28,华北,线下门店,食品生鲜,食品生鲜-SKU008,68,63,4979.56,216.83,298.17,26,42,220,1496,124,0.0829
2024-06-28,西南,线下门店,服饰鞋包,服饰鞋包-SKU001,10,14,1822.49,432.22,82.99,2,8,223,140,10,0.0714
2024-06-28,华中,小程序,服饰鞋包,服饰鞋包-SKU004,19,20,1041.8,225.33,33.32,4,15,537,323,30,0.0929
2024-06-29,西南,天猫,食品生鲜,食品生鲜-SKU002,19,23,2242.08,531.11,144.83,7,12,282,114,19,0.1667
2024-06-29,西北,京东,家用电器,家用电器-SKU003,52,64,6531.96,1464.47,151.33,5,47,507,780,52,0.0667
2024-06-29,西北,天猫,食品生鲜,食品生鲜-SKU004,65,74,4741.2,668.54,82.58,8,57,239,1235,152,0.1231
2024-06-29,华南,小程序,运动户外,运动户外-SKU003,8,8,737.35,60.32,39.6,1,7,168,96,13,0.1354
2024-06-29,西北,小程序,服饰鞋包,服饰鞋包-SKU001,35,30,6828.65,52.89,509.41,13,22,468,770,109,0.1416
2024-06-29,华北,线下门店,母婴玩具,母婴玩具-SKU003,13,13,965.81,187.56,71.18,5,8,64,299,44,0.1472
2024-06-29,华中,京东,手机数码,手机数码-SKU002,22,32,3570.83,2.48,175.88,4,18,568,352,31,0.0881
2024-06-29,华南,美团,食品生鲜,食品生鲜-SKU001,25,31,2177.62,140.25,123.83,4,21,104,600,25,0.0417
2024-06-29,华北,美团,母婴玩具,母婴玩具-SKU002,6,5,726.7,116.7,4.26,2,4,388,24,6,0.25
2024-06-29,华中,美团,服饰鞋包,服饰鞋包-SKU001,13,12,2187.74,457.14,104.6,1,12,233,247,19,0.0769
2024-06-29,华东,京东,食品生鲜,食品生鲜-SKU003,54,59,4985.48,1055.21,114.31,15,39,307,972,68,0.07
2024-06-29,华中,拼多多,服饰鞋包,服饰鞋包-SKU004,42,35,6813.59,8.75,456.21,9,33,108,1134,131,0.1155
2024-06-30,西北,天猫,家居家装,家居家装-SKU002,33,32,5887.39,1271.5,279.34,4,29,390,495,33,0.0667
2024-06-30,华中,美团,家用电器,家用电器-SKU006,26,35,4202.03,83.05,247.62,3,23,492,286,26,0.0909
2024-06-30,西南,小程序,家居家装,家居家装-SKU004,46,65,6763.8,1093.39,444.39,4,42,321,138,46,0.3333
2024-06-30,东北,天猫,食品生鲜,食品生鲜-SKU006,60,81,8496.54,39.03,517.36,16,44,589,420,60,0.1429
2024-06-30,华东,小程序,美妆个护,美妆个护-SKU007,38,55,7606.1,1390.75,145.15,8,30,587,760,50,0.0658
2024-06-30,西北,小程序,手机数码,手机数码-SKU008,45,58,5540.23,218.07,309.28,5,40,421,540,57,0.1056
2024-06-30,华南,美团,美妆个护,美妆个护-SKU004,21,30,2798.03,652.32,135.4,5,16,299,630,21,0.0333
2024-06-30,华东,美团,母婴玩具,母婴玩具-SKU008,11,13,730.93,88.25,56.65,3,8,72,264,29,0.1098
2024-06-30,华中,天猫,食品生鲜,食品生鲜-SKU004,16,16,3117.9,113.23,97.23,2,14,373,320,16,0.05
2024-07-01,华北,京东,母婴玩具,母婴玩具-SKU004,24,22,3758.25,378.9,88.78,5,19,192,168,24,0.1429
2024-07-01,西南,小程序,手机数码,手机数码-SKU008,30,42,5472.12,405.3,318.0,11,19,88,900,76,0.0844
2024-07-01,东北,京东,美妆个护,美妆个护-SKU002,39,55,5283.18,96.98,261.03,7,32,279,819,39,0.0476
2024-07-01,西南,美团,母婴玩具,母婴玩具-SKU007,13,11,1775.76,312.14,81.86,4,9,402,130,19,0.1462
2024-07-01,西南,天猫,食品生鲜,食品生鲜-SKU001,9,12,1119.81,125.54,19.36,1,8,440,36,9,0.25
2024-07-01,西南,京东,手机数码,手机数码-SKU007,27,26,3296.42,36.27,192.76,9,18,119,621,61,0.0982
2024-07-02,华中,线下门店,家用电器,家用电器-SKU001,33,26,3044.16,752.24,14.3,10,23,59,231,33,0.1429
2024-07-02,华北,抖音,服饰鞋包,服饰鞋包-SKU004,33,30,4275.59,499.7,204.36,5,28,144,693,69,0.0996
2024-07-02,西南,天猫,手机数码,手机数码-SKU007,14,20,1206.19,276.59,91.43,5,9,359,154,19,0.1234
2024-07-02,华中,京东,手机数码,手机数码-SKU006,14,17,1413.19,245.01,104.66,2,12,122,84,14,0.1667
2024-07-02,华东,小程序,母婴玩具,母婴玩具-SKU006,30,36,3420.11,717.34,77.43,5,25,445,240,31,0.1292
2024-07-02,西北,抖音,服饰鞋包,服饰鞋包-SKU002,24,33,2906.01,295.98,2.81,9,15,448,144,24,0.1667
2024-07-03,华中,拼多多,手机数码,手机数码-SKU008,6,8,828.3,156.92,59.76,1,5,164,54,6,0.1111
2024-07-03,华北,线下门店,家居家装,家居家装-SKU001,19,16,1958.78,33.23,36.1,6,13,122,304,24,0.0789
2024-07-03,西南,天猫,家居家装,家居家装-SKU008,32,26,4414.51,333.54,73.88,8,24,344,544,48,0.0882
2024-07-03,西南,抖音,家居家装,家居家装-SKU004,17,22,1070.52,264.29,40.04,1,16,501,102,17,0.1667
2024-07-03,东北,小程序,母婴玩具,母婴玩具-SKU007,86,121,7736.63,782.59,132.95,17,69,156,1720,86,0.05
2024-07-03,西北,线下门店,运动户外,运动户外-SKU005,28,36,2948.84,703.92,88.29,6,22,220,280,41,0.1464
2024-07-03,东北,拼多多,家用电器,家用电器-SKU005,30,27,3664.64,516.4,48.06,8,22,472,540,30,0.0556
2024-07-03,东北,京东,运动户外,运动户外-SKU004,59,53,9343.63,2010.31,216.1,6,53,166,767,59,0.0769
2024-07-04,东北,拼多多,母婴玩具,母婴玩具-SKU003,8,7,1226.69,190.73,69.59,1,7,577,240,13,0.0542
2024-07-04,华南,京东,服饰鞋包,服饰鞋包-SKU001,37,33,9014.25,147.06,444.83,6,31,209,703,37,0.0526
2024-07-04,华北,拼多多,家用电器,家用电器-SKU003,76,108,9379.43,777.08,240.93,9,67,305,1900,110,0.0579
2024-07-04,华东,拼多多,家居家装,家居家装-SKU007,34,33,3752.73,517.05,66.39,3,31,432,952,47,0.0494
2024-07-04,西北,京东,服饰鞋包,服饰鞋包-SKU007,56,73,5456.52,174.99,196.17,13,43,238,280,56,0.2
2024-07-04,西北,天猫,母婴玩具,母婴玩具-SKU007,54,44,5966.67,1197.29,1.65,14,40,83,540,54,0.1
2024-07-04,华中,抖音,服饰鞋包,服饰鞋包-SKU005,14,13,2558.37,24.04,96.79,4,10,84,98,14,0.1429
2024-07-04,西北,小程序,母婴玩具,母婴玩具-SKU008,41,56,5656.12,641.18,62.32,11,30,32,1189,165,0.1388
2024-07-04,华东,美团,手机数码,手机数码-SKU004,49,53,8056.48,1978.09,408.81,16,33,443,1372,64,0.0466
2024-07-05,华北,线下门店,运动户外,运动户外-SKU005,15,17,1871.51,48.89,138.54,5,10,526,390,35,0.0897
2024-07-05,华北,美团,家用电器,家用电器-SKU005,35,42,2777.91,409.24,137.83,6,29,351,105,35,0.3333
2024-07-05,东北,小程序,美妆个护,美妆个护-SKU003,52,45,4039.72,218.63,42.59,8,44,293,780,52,0.0667
2024-07-05,西北,线下门店,家用电器,家用电器-SKU002,21,27,4415.64,251.67,5.75,6,15,216,504,36,0.0714
2024-07-05,华南,京东,美妆个护,美妆个护-SKU005,46,52,8795.31,2043.03,113.72,10,36,502,1196,96,0.0803
