month,region,product_category,category_rank,revenue,units_sold,gross_margin_pct,marketing_spend,discount_amount,return_amount,new_product_flag
2023-07,西北,服装鞋帽,4,213802.0,2002,0.488,11383.0,14595.0,7484.0,0
2023-07,东北,服装鞋帽,4,199866.0,1677,0.62,13716.0,21422.0,10215.0,0
2023-07,港澳台,服装鞋帽,4,141940.0,1262,0.494,20266.0,10253.0,1449.0,0
2023-07,海外亚太,服装鞋帽,4,125069.0,913,0.497,7004.0,9012.0,5372.0,0
2023-07,海外欧美,服装鞋帽,4,101593.0,946,0.438,7623.0,4842.0,2637.0,0
2023-07,华东,美妆护肤,5,296900.0,3074,0.356,38889.0,21200.0,6036.0,0
2023-07,华南,美妆护肤,5,276026.0,3254,0.463,22586.0,7487.0,11224.0,0
2023-07,华北,美妆护肤,5,265485.0,2923,0.62,16930.0,6738.0,8316.0,0
2023-07,西南,美妆护肤,5,264089.0,3230,0.63,34364.0,13533.0,13435.0,0
2023-07,华中,美妆护肤,5,246522.0,3128,0.652,27251.0,8179.0,12485.0,0
2023-07,西北,美妆护肤,5,218166.0,2558,0.634,24108.0,9418.0,4623.0,0
2023-07,东北,美妆护肤,5,225298.0,2422,0.63,30747.0,22277.0,12193.0,0
2023-07,港澳台,美妆护肤,5,156460.0,1660,0.534,11297.0,15144.0,6293.0,0
2023-07,海外亚太,美妆护肤,5,135484.0,1639,0.48,18213.0,13446.0,4964.0,0
2023-07,海外欧美,美妆护肤,5,120307.0,1355,0.74,12018.0,6505.0,6099.0,0
2023-07,华东,食品饮料,6,318538.0,6919,0.488,25706.0,27477.0,4426.0,0
2023-07,华南,食品饮料,6,280228.0,5759,0.455,34233.0,28640.0,5271.0,0
2023-07,华北,食品饮料,6,224827.0,4920,0.579,22316.0,15610.0,9669.0,0
2023-07,西南,食品饮料,6,262101.0,5876,0.524,13111.0,9088.0,4576.0,0
2023-07,华中,食品饮料,6,215394.0,3914,0.543,19635.0,16591.0,11989.0,0
2023-07,西北,食品饮料,6,212127.0,4856,0.408,13069.0,4415.0,12584.0,0
2023-07,东北,食品饮料,6,166755.0,3204,0.49,9489.0,15064.0,8511.0,0
2023-07,港澳台,食品饮料,6,175221.0,3226,0.551,17742.0,9079.0,5106.0,0
2023-07,海外亚太,食品饮料,6,128337.0,2547,0.345,12833.0,14431.0,6673.0,0
2023-07,海外欧美,食品饮料,6,120649.0,2148,0.299,6279.0,11116.0,4142.0,0
2023-07,华东,母婴用品,7,263231.0,1829,0.444,28767.0,26032.0,10588.0,0
2023-07,华南,母婴用品,7,227343.0,1539,0.458,21868.0,8771.0,9146.0,0
2023-07,华北,母婴用品,7,226189.0,1508,0.442,27369.0,12824.0,13325.0,0
2023-07,西南,母婴用品,7,190136.0,1260,0.554,13019.0,17707.0,11252.0,0
2023-07,华中,母婴用品,7,193210.0,1125,0.634,11882.0,12992.0,9097.0,0
2023-07,西北,母婴用品,7,165338.0,1200,0.403,9401.0,8987.0,8089.0,0
2023-07,东北,母婴用品,7,158906.0,1133,0.446,27789.0,15862.0,3887.0,1
2023-07,港澳台,母婴用品,7,149175.0,1062,0.503,8650.0,10042.0,2753.0,1
2023-07,海外亚太,母婴用品,7,121928.0,843,0.393,7404.0,8603.0,6410.0,0
2023-07,海外欧美,母婴用品,7,83697.0,617,0.284,5399.0,3135.0,3313.0,0
2023-07,华东,运动户外,8,246284.0,1039,0.582,27840.0,24613.0,13078.0,0
2023-07,华南,运动户外,8,182484.0,937,0.364,20890.0,21781.0,8854.0,0
2023-07,华北,运动户外,8,202412.0,840,0.596,19201.0,17048.0,9670.0,0
2023-07,西南,运动户外,8,162695.0,695,0.6,24049.0,11918.0,4717.0,0
2023-07,华中,运动户外,8,151564.0,765,0.307,25848.0,9834.0,6657.0,0
2023-07,西北,运动户外,8,142250.0,727,0.557,24795.0,8987.0,7952.0,0
2023-07,东北,运动户外,8,130291.0,520,0.564,13140.0,12679.0,6183.0,0
2023-07,港澳台,运动户外,8,111454.0,481,0.578,8180.0,8332.0,4864.0,0
2023-07,海外亚太,运动户外,8,79266.0,317,0.48,6224.0,3831.0,1558.0,1
2023-07,海外欧美,运动户外,8,83197.0,395,0.636,14440.0,6973.0,3777.0,0
2023-07,华东,图书文娱,9,187551.0,4908,0.69,23179.0,21890.0,10278.0,0
2023-07,华南,图书文娱,9,164341.0,4646,0.586,27930.0,7829.0,5152.0,0
2023-07,华北,图书文娱,9,163877.0,3681,0.36,24749.0,9551.0,4364.0,1
2023-07,西南,图书文娱,9,146958.0,3608,0.527,25088.0,11908.0,2781.0,0
2023-07,华中,图书文娱,9,133079.0,3045,0.587,22442.0,12182.0,2018.0,1
2023-07,西北,图书文娱,9,119619.0,2941,0.689,8296.0,10052.0,6776.0,0
2023-07,东北,图书文娱,9,114956.0,3222,0.56,13450.0,13104.0,3970.0,0
2023-07,港澳台,图书文娱,9,106758.0,2897,0.546,5384.0,12322.0,5434.0,0
2023-07,海外亚太,图书文娱,9,84162.0,2014,0.603,8591.0,7005.0,4876.0,0
2023-07,海外欧美,图书文娱,9,73605.0,1608,0.514,11015.0,6240.0,1386.0,1
2023-07,华东,汽车用品,10,146890.0,518,0.597,19387.0,8215.0,2092.0,0
2023-07,华南,汽车用品,10,138350.0,418,0.526,17582.0,9536.0,1819.0,0
2023-07,华北,汽车用品,10,132291.0,485,0.418,23741.0,3136.0,1694.0,0
2023-07,西南,汽车用品,10,102339.0,372,0.505,11215.0,8986.0,5497.0,0
2023-07,华中,汽车用品,10,122743.0,352,0.295,16570.0,8239.0,6861.0,1
2023-07,西北,汽车用品,10,99187.0,298,0.258,8922.0,9856.0,3254.0,0
2023-07,东北,汽车用品,10,103326.0,303,0.437,15901.0,4346.0,5189.0,0
2023-07,港澳台,汽车用品,10,91894.0,322,0.368,16252.0,7131.0,1550.0,0
2023-07,海外亚太,汽车用品,10,70392.0,241,0.372,4625.0,2402.0,2165.0,0
2023-07,海外欧美,汽车用品,10,55639.0,209,0.254,3505.0,5827.0,2260.0,0
2023-08,华东,智能家电,1,392757.0,418,0.334,24189.0,33453.0,21345.0,0
2023-08,华南,智能家电,1,425800.0,562,0.344,56707.0,30789.0,13030.0,0
2023-08,华北,智能家电,1,335565.0,379,0.462,58234.0,27758.0,16486.0,0
2023-08,西南,智能家电,1,279178.0,308,0.474,17432.0,15687.0,13416.0,0
2023-08,华中,智能家电,1,300964.0,394,0.373,22628.0,29994.0,13321.0,0
2023-08,西北,智能家电,1,258718.0,339,0.279,34625.0,12549.0,8210.0,0
2023-08,东北,智能家电,1,283006.0,305,0.558,48177.0,10638.0,13945.0,0
2023-08,港澳台,智能家电,1,216204.0,288,0.499,19972.0,8621.0,9479.0,0
2023-08,海外亚太,智能家电,1,172460.0,189,0.557,28126.0,9926.0,3627.0,0
2023-08,海外欧美,智能家电,1,160846.0,179,0.633,17556.0,9447.0,2705.0,0
2023-08,华东,消费电子,2,432490.0,656,0.301,60543.0,11230.0,7277.0,0
2023-08,华南,消费电子,2,322918.0,512,0.605,41486.0,31954.0,13530.0,0
2023-08,华北,消费电子,2,340310.0,627,0.285,54928.0,23455.0,20345.0,0
2023-08,西南,消费电子,2,292327.0,520,0.544,23990.0,15414.0,11393.0,0
2023-08,华中,消费电子,2,255398.0,435,0.252,45314.0,6131.0,8564.0,0
2023-08,西北,消费电子,2,233761.0,387,0.569,36646.0,15252.0,5149.0,0
2023-08,东北,消费电子,2,223551.0,422,0.303,19774.0,18949.0,3250.0,0
2023-08,港澳台,消费电子,2,194819.0,359,0.549,10359.0,12758.0,9467.0,0
2023-08,海外亚太,消费电子,2,161115.0,258,0.436,21322.0,17084.0,2181.0,0
2023-08,海外欧美,消费电子,2,119356.0,194,0.358,20648.0,8861.0,5935.0,0
2023-08,华东,家居日用,3,357208.0,1912,0.312,61758.0,31243.0,19432.0,0
2023-08,华南,家居日用,3,320997.0,1540,0.36,39368.0,8571.0,14595.0,0
2023-08,华北,家居日用,3,309271.0,1367,0.481,53222.0,24127.0,17924.0,0
2023-08,西南,家居日用,3,262456.0,1254,0.397,36332.0,12523.0,3456.0,0
2023-08,华中,家居日用,3,250058.0,1108,0.574,34553.0,18326.0,6155.0,0
2023-08,西北,家居日用,3,264360.0,1444,0.666,15473.0,28866.0,8696.0,0
2023-08,东北,家居日用,3,217836.0,1238,0.334,18706.0,19542.0,7584.0,0
2023-08,港澳台,家居日用,3,183208.0,859,0.678,22056.0,6083.0,5008.0,0
2023-08,海外亚太,家居日用,3,139713.0,606,0.639,11205.0,16031.0,5901.0,0
2023-08,海外欧美,家居日用,3,125014.0,592,0.527,17576.0,13025.0,4033.0,0
2023-08,华东,服装鞋帽,4,283399.0,2129,0.414,32010.0,33178.0,13741.0,1
2023-08,华南,服装鞋帽,4,248096.0,1860,0.68,35363.0,12039.0,14553.0,0
2023-08,华北,服装鞋帽,4,258048.0,1926,0.405,14283.0,13331.0,4212.0,0
2023-08,西南,服装鞋帽,4,205277.0,1471,0.437,19440.0,11761.0,7594.0,0
2023-08,华中,服装鞋帽,4,209242.0,1693,0.51,14417.0,13769.0,5443.0,1
2023-08,西北,服装鞋帽,4,210643.0,1666,0.592,23510.0,10318.0,12049.0,0
2023-08,东北,服装鞋帽,4,160774.0,1366,0.673,17279.0,14295.0,7489.0,0
2023-08,港澳台,服装鞋帽,4,135488.0,1064,0.471,21585.0,8752.0,1981.0,1
2023-08,海外亚太,服装鞋帽,4,118517.0,905,0.684,10208.0,2638.0,4376.0,0
2023-08,海外欧美,服装鞋帽,4,94031.0,786,0.388,8586.0,7570.0,5376.0,0
2023-08,华东,美妆护肤,5,295855.0,3636,0.498,29132.0,14339.0,8156.0,0
2023-08,华南,美妆护肤,5,285190.0,3385,0.528,51060.0,28624.0,6968.0,0
2023-08,华北,美妆护肤,5,293332.0,3646,0.406,37058.0,8392.0,5981.0,0
2023-08,西南,美妆护肤,5,283938.0,2744,0.734,42107.0,8190.0,8652.0,0
2023-08,华中,美妆护肤,5,227269.0,2684,0.652,15409.0,8773.0,6611.0,0
2023-08,西北,美妆护肤,5,208714.0,2551,0.472,25611.0,13847.0,2367.0,1
2023-08,东北,美妆护肤,5,204974.0,2505,0.539,27671.0,22397.0,6325.0,0
2023-08,港澳台,美妆护肤,5,159195.0,1566,0.461,28538.0,4246.0,7526.0,0
2023-08,海外亚太,美妆护肤,5,141322.0,1630,0.54,19821.0,4516.0,5035.0,0
2023-08,海外欧美,美妆护肤,5,112226.0,1081,0.478,18425.0,3765.0,2039.0,0
2023-08,华东,食品饮料,6,315227.0,6032,0.386,37465.0,35820.0,11251.0,0
2023-08,华南,食品饮料,6,231496.0,4980,0.487,37831.0,23771.0,10243.0,0
2023-08,华北,食品饮料,6,268088.0,4711,0.502,42098.0,5708.0,9627.0,0
2023-08,西南,食品饮料,6,213714.0,4801,0.311,14980.0,9000.0,4151.0,0
2023-08,华中,食品饮料,6,224295.0,4520,0.483,27284.0,21449.0,3521.0,0
2023-08,西北,食品饮料,6,190014.0,4283,0.462,17197.0,10690.0,9663.0,0
2023-08,东北,食品饮料,6,189330.0,3607,0.554,10174.0,19209.0,3998.0,0
2023-08,港澳台,食品饮料,6,131381.0,2332,0.322,7912.0,11704.0,6464.0,1
2023-08,海外亚太,食品饮料,6,129633.0,2236,0.313,19846.0,9249.0,1680.0,0
2023-08,海外欧美,食品饮料,6,90539.0,1901,0.572,13736.0,10141.0,1835.0,0
2023-08,华东,母婴用品,7,234205.0,1369,0.616,40386.0,26905.0,6415.0,0
2023-08,华南,母婴用品,7,239427.0,1472,0.506,15056.0,18631.0,2562.0,0
2023-08,华北,母婴用品,7,196442.0,1467,0.493,34685.0,5867.0,4067.0,0
2023-08,西南,母婴用品,7,191942.0,1313,0.454,33495.0,7310.0,5325.0,0
2023-08,华中,母婴用品,7,160559.0,946,0.672,10608.0,4982.0,2697.0,0
2023-08,西北,母婴用品,7,172785.0,993,0.409,11239.0,8356.0,6915.0,0
2023-08,东北,母婴用品,7,162568.0,1101,0.394,26206.0,6320.0,2191.0,0
2023-08,港澳台,母婴用品,7,131225.0,790,0.677,14948.0,4005.0,4186.0,0
2023-08,海外亚太,母婴用品,7,88134.0,570,0.514,5572.0,9918.0,5190.0,1
2023-08,海外欧美,母婴用品,7,92797.0,636,0.674,6121.0,9633.0,4293.0,0
2023-08,华东,运动户外,8,235394.0,997,0.618,31472.0,14129.0,7954.0,0
2023-08,华南,运动户外,8,197730.0,839,0.609,12664.0,8911.0,6894.0,0
2023-08,华北,运动户外,8,164664.0,648,0.329,22749.0,19300.0,4797.0,0
2023-08,西南,运动户外,8,162298.0,648,0.333,23973.0,15704.0,8056.0,0
2023-08,华中,运动户外,8,160500.0,677,0.439,25962.0,11983.0,9249.0,1
2023-08,西北,运动户外,8,155799.0,683,0.428,15412.0,10277.0,1814.0,0
2023-08,东北,运动户外,8,136559.0,659,0.499,9215.0,12505.0,4694.0,0
2023-08,港澳台,运动户外,8,118787.0,569,0.531,13289.0,12524.0,4197.0,0
2023-08,海外亚太,运动户外,8,97888.0,460,0.443,17337.0,5095.0,1117.0,1
2023-08,海外欧美,运动户外,8,80131.0,390,0.313,13292.0,4337.0,1191.0,0
2023-08,华东,图书文娱,9,173592.0,4549,0.429,23305.0,13758.0,9638.0,1
2023-08,华南,图书文娱,9,154436.0,3304,0.46,16975.0,16422.0,5931.0,0
2023-08,华北,图书文娱,9,155656.0,3994,0.724,15426.0,9188.0,6013.0,0
2023-08,西南,图书文娱,9,132953.0,3160,0.531,19868.0,7173.0,5417.0,0
2023-08,华中,图书文娱,9,126797.0,3500,0.645,20192.0,9330.0,3090.0,1
2023-08,西北,图书文娱,9,126107.0,2893,0.627,7813.0,13168.0,1858.0,0
2023-08,东北,图书文娱,9,108334.0,2688,0.414,16622.0,9225.0,2718.0,0
2023-08,港澳台,图书文娱,9,91302.0,2077,0.491,11983.0,5964.0,4398.0,0
2023-08,海外亚太,图书文娱,9,70288.0,1948,0.561,5460.0,8168.0,3311.0,0
2023-08,海外欧美,图书文娱,9,69096.0,1786,0.638,7351.0,5294.0,2856.0,0
2023-08,华东,汽车用品,10,138750.0,414,0.512,12354.0,8816.0,3598.0,0
2023-08,华南,汽车用品,10,120091.0,389,0.567,16090.0,5482.0,4811.0,0
2023-08,华北,汽车用品,10,114109.0,351,0.569,12591.0,8670.0,3629.0,0
2023-08,西南,汽车用品,10,98661.0,292,0.341,15239.0,8472.0,1855.0,0
2023-08,华中,汽车用品,10,114547.0,326,0.582,6977.0,9182.0,6112.0,0
2023-08,西北,汽车用品,10,95041.0,331,0.274,16405.0,8784.0,1618.0,0
2023-08,东北,汽车用品,10,103288.0,346,0.57,17916.0,11688.0,2333.0,0
2023-08,港澳台,汽车用品,10,67551.0,245,0.37,8509.0,3985.0,3203.0,0
2023-08,海外亚太,汽车用品,10,55997.0,168,0.626,5999.0,2544.0,2210.0,0
2023-08,海外欧美,汽车用品,10,57030.0,179,0.408,7913.0,6634.0,3078.0,0
2023-09,华东,智能家电,1,475505.0,651,0.27,83539.0,38317.0,24761.0,0
2023-09,华南,智能家电,1,466721.0,633,0.358,56872.0,23769.0,27034.0,0
2023-09,华北,智能家电,1,384865.0,534,0.605,38679.0,42712.0,11411.0,0
2023-09,西南,智能家电,1,308271.0,422,0.356,23845.0,33609.0,17200.0,0
2023-09,华中,智能家电,1,364902.0,443,0.276,59347.0,37337.0,20808.0,0
2023-09,西北,智能家电,1,319138.0,424,0.613,49987.0,32693.0,14337.0,0
2023-09,东北,智能家电,1,278576.0,380,0.557,30344.0,6333.0,3511.0,0
2023-09,港澳台,智能家电,1,251874.0,280,0.422,33166.0,12939.0,3554.0,0
2023-09,海外亚太,智能家电,1,204538.0,281,0.567,32748.0,18117.0,10152.0,0
2023-09,海外欧美,智能家电,1,170245.0,197,0.537,26810.0,17016.0,3394.0,0
2023-09,华东,消费电子,2,430156.0,812,0.604,34061.0,49387.0,24156.0,0
2023-09,华南,消费电子,2,418939.0,797,0.329,59139.0,15449.0,12590.0,0
2023-09,华北,消费电子,2,316265.0,506,0.629,20638.0,29052.0,10044.0,0
2023-09,西南,消费电子,2,324877.0,479,0.535,24291.0,34500.0,15953.0,0
2023-09,华中,消费电子,2,273164.0,503,0.49,48999.0,13193.0,11981.0,0
2023-09,西北,消费电子,2,250977.0,391,0.355,32702.0,27791.0,7148.0,0
2023-09,东北,消费电子,2,226746.0,336,0.379,31766.0,20109.0,10355.0,0
2023-09,港澳台,消费电子,2,208299.0,305,0.274,19428.0,9058.0,11542.0,0
2023-09,海外亚太,消费电子,2,197629.0,339,0.549,11051.0,8966.0,8099.0,0
2023-09,海外欧美,消费电子,2,141362.0,268,0.474,17736.0,6507.0,4974.0,0
2023-09,华东,家居日用,3,381955.0,1805,0.502,26138.0,12102.0,4663.0,0
2023-09,华南,家居日用,3,395548.0,2124,0.66,34326.0,42598.0,16078.0,0
2023-09,华北,家居日用,3,305698.0,1708,0.416,54810.0,29459.0,5369.0,0
2023-09,西南,家居日用,3,316635.0,1370,0.349,25293.0,7468.0,7286.0,0
2023-09,华中,家居日用,3,295803.0,1668,0.306,28500.0,26889.0,10134.0,0
2023-09,西北,家居日用,3,286255.0,1269,0.327,46620.0,10896.0,5271.0,0
2023-09,东北,家居日用,3,242064.0,1241,0.523,42679.0,17574.0,9329.0,0
2023-09,港澳台,家居日用,3,190627.0,1003,0.645,10175.0,16800.0,8394.0,0
2023-09,海外亚太,家居日用,3,171906.0,946,0.352,10407.0,17718.0,7388.0,0
2023-09,海外欧美,家居日用,3,148763.0,633,0.678,20128.0,17121.0,3904.0,0
2023-09,华东,服装鞋帽,4,352122.0,2995,0.395,19835.0,29707.0,9211.0,1
2023-09,华南,服装鞋帽,4,283769.0,2280,0.47,20755.0,33060.0,15118.0,0
2023-09,华北,服装鞋帽,4,260448.0,2352,0.424,38503.0,22244.0,4175.0,0
2023-09,西南,服装鞋帽,4,244669.0,1922,0.584,16409.0,21177.0,12626.0,0
2023-09,华中,服装鞋帽,4,233936.0,1935,0.535,24563.0,22376.0,11825.0,0
2023-09,西北,服装鞋帽,4,196904.0,1414,0.447,21710.0,8353.0,8725.0,0
2023-09,东北,服装鞋帽,4,191167.0,1604,0.426,20427.0,21166.0,6477.0,0
2023-09,港澳台,服装鞋帽,4,157787.0,1449,0.519,13950.0,3909.0,2182.0,1
2023-09,海外亚太,服装鞋帽,4,114662.0,839,0.574,14207.0,5199.0,2608.0,0
2023-09,海外欧美,服装鞋帽,4,100437.0,877,0.382,7401.0,5955.0,1423.0,0
2023-09,华东,美妆护肤,5,349536.0,3831,0.618,45823.0,16256.0,20391.0,0
2023-09,华南,美妆护肤,5,284351.0,3393,0.592,46437.0,8711.0,10441.0,1
2023-09,华北,美妆护肤,5,264563.0,2919,0.627,43108.0,30843.0,10607.0,0
2023-09,西南,美妆护肤,5,297255.0,3164,0.62,41538.0,17687.0,7471.0,0
2023-09,华中,美妆护肤,5,211262.0,2006,0.738,34155.0,8645.0,8964.0,0
2023-09,西北,美妆护肤,5,234236.0,2829,0.426,20875.0,15540.0,7894.0,1
2023-09,东北,美妆护肤,5,187568.0,2210,0.736,20875.0,19878.0,7364.0,0
2023-09,港澳台,美妆护肤,5,191591.0,1841,0.353,25281.0,17494.0,11299.0,0
2023-09,海外亚太,美妆护肤,5,150370.0,1697,0.466,17048.0,10317.0,5947.0,0
2023-09,海外欧美,美妆护肤,5,136024.0,1505,0.636,16143.0,8461.0,3508.0,1
2023-09,华东,食品饮料,6,336734.0,6680,0.468,57940.0,18411.0,15111.0,1
2023-09,华南,食品饮料,6,262529.0,5004,0.363,20625.0,29116.0,7077.0,0
2023-09,华北,食品饮料,6,297876.0,5298,0.387,42441.0,34548.0,15386.0,0
2023-09,西南,食品饮料,6,265444.0,5786,0.608,34731.0,12807.0,12599.0,0
2023-09,华中,食品饮料,6,199049.0,4107,0.31,20717.0,23762.0,5013.0,0
2023-09,西北,食品饮料,6,175183.0,3904,0.413,12371.0,18008.0,9587.0,1
2023-09,东北,食品饮料,6,176984.0,3664,0.318,14005.0,8103.0,4781.0,0
2023-09,港澳台,食品饮料,6,160383.0,2983,0.33,22408.0,11474.0,6973.0,0
2023-09,海外亚太,食品饮料,6,135956.0,2684,0.607,8758.0,4159.0,5510.0,0
2023-09,海外欧美,食品饮料,6,128660.0,2219,0.312,16969.0,13778.0,7147.0,0
2023-09,华东,母婴用品,7,265009.0,1769,0.571,16671.0,22449.0,7084.0,0
2023-09,华南,母婴用品,7,260655.0,1693,0.586,21345.0,26304.0,7055.0,0
2023-09,华北,母婴用品,7,214397.0,1538,0.422,29254.0,7538.0,10221.0,0
2023-09,西南,母婴用品,7,210959.0,1369,0.442,23129.0,22201.0,10491.0,0
2023-09,华中,母婴用品,7,166718.0,948,0.6,28788.0,4748.0,4291.0,0
2023-09,西北,母婴用品,7,155598.0,1117,0.542,20755.0,17155.0,2006.0,0
2023-09,东北,母婴用品,7,177786.0,1192,0.396,18180.0,15661.0,6699.0,0
2023-09,港澳台,母婴用品,7,156014.0,886,0.39,18505.0,17481.0,7023.0,0
2023-09,海外亚太,母婴用品,7,106631.0,772,0.539,15000.0,11598.0,5233.0,0
2023-09,海外欧美,母婴用品,7,88691.0,509,0.412,12795.0,8337.0,1446.0,0
2023-09,华东,运动户外,8,216454.0,999,0.511,32125.0,7793.0,2466.0,0
2023-09,华南,运动户外,8,211537.0,1040,0.593,37718.0,6567.0,2749.0,0
2023-09,华北,运动户外,8,205679.0,808,0.562,13620.0,10242.0,9635.0,0
2023-09,西南,运动户外,8,209556.0,1092,0.528,34842.0,17346.0,7683.0,0
2023-09,华中,运动户外,8,159604.0,787,0.588,21932.0,14593.0,5743.0,0
2023-09,西北,运动户外,8,156841.0,781,0.447,9840.0,14298.0,8065.0,0
2023-09,东北,运动户外,8,146694.0,662,0.48,14377.0,10654.0,5781.0,0
2023-09,港澳台,运动户外,8,114345.0,519,0.471,12259.0,12933.0,3942.0,0
2023-09,海外亚太,运动户外,8,95496.0,385,0.586,6381.0,8638.0,5077.0,0
2023-09,海外欧美,运动户外,8,81053.0,395,0.68,7944.0,9336.0,3249.0,0
2023-09,华东,图书文娱,9,190207.0,4099,0.391,18696.0,22654.0,4786.0,0
2023-09,华南,图书文娱,9,174834.0,4488,0.349,29067.0,19040.0,3633.0,0
2023-09,华北,图书文娱,9,156717.0,3740,0.678,16343.0,12115.0,6000.0,0
2023-09,西南,图书文娱,9,155910.0,4155,0.572,23239.0,10988.0,5152.0,0
2023-09,华中,图书文娱,9,148868.0,3526,0.65,20303.0,9075.0,3222.0,0
2023-09,西北,图书文娱,9,142711.0,3985,0.624,19119.0,15212.0,6473.0,0
2023-09,东北,图书文娱,9,130849.0,3331,0.38,16057.0,5135.0,5356.0,0
2023-09,港澳台,图书文娱,9,93958.0,2130,0.52,15653.0,3009.0,5338.0,0
2023-09,海外亚太,图书文娱,9,77912.0,1798,0.612,12886.0,5019.0,3923.0,0
2023-09,海外欧美,图书文娱,9,62554.0,1733,0.339,6682.0,3847.0,3314.0,0
2023-09,华东,汽车用品,10,147617.0,432,0.305,10145.0,6725.0,2138.0,0
2023-09,华南,汽车用品,10,137832.0,475,0.368,7378.0,3563.0,4066.0,0
2023-09,华北,汽车用品,10,134619.0,431,0.569,8848.0,5419.0,6409.0,0
2023-09,西南,汽车用品,10,131029.0,421,0.284,7584.0,8711.0,3977.0,0
2023-09,华中,汽车用品,10,108688.0,404,0.346,19048.0,9511.0,2425.0,0
2023-09,西北,汽车用品,10,108806.0,352,0.272,14434.0,4390.0,6354.0,0
2023-09,东北,汽车用品,10,113840.0,383,0.408,19181.0,7419.0,1144.0,0
2023-09,港澳台,汽车用品,10,84000.0,319,0.238,14394.0,5730.0,3351.0,0
2023-09,海外亚太,汽车用品,10,63365.0,219,0.472,7372.0,1556.0,2976.0,0
2023-09,海外欧美,汽车用品,10,55210.0,163,0.294,6755.0,2647.0,1745.0,0
2023-10,华东,智能家电,1,502690.0,662,0.399,42214.0,47891.0,16406.0,0
2023-10,华南,智能家电,1,456369.0,563,0.502,23760.0,40701.0,19315.0,1
2023-10,华北,智能家电,1,444226.0,584,0.427,73912.0,40127.0,21378.0,0
2023-10,西南,智能家电,1,392555.0,428,0.274,62091.0,34216.0,17120.0,0
2023-10,华中,智能家电,1,380572.0,455,0.333,57023.0,34138.0,3966.0,0
2023-10,西北,智能家电,1,334240.0,382,0.27,28928.0,37482.0,9322.0,0
2023-10,东北,智能家电,1,285054.0,379,0.356,32552.0,16049.0,6852.0,0
2023-10,港澳台,智能家电,1,236360.0,268,0.59,23988.0,25289.0,9089.0,0
2023-10,海外亚太,智能家电,1,202143.0,257,0.535,24958.0,5364.0,3318.0,1
2023-10,海外欧美,智能家电,1,165627.0,190,0.471,25124.0,6490.0,7271.0,0
2023-10,华东,消费电子,2,456111.0,703,0.474,49721.0,51900.0,19179.0,0
2023-10,华南,消费电子,2,398879.0,651,0.648,34154.0,35108.0,13294.0,0
2023-10,华北,消费电子,2,419028.0,640,0.361,43834.0,27189.0,4298.0,0
2023-10,西南,消费电子,2,311597.0,445,0.545,55200.0,19438.0,4276.0,0
2023-10,华中,消费电子,2,279824.0,484,0.289,31451.0,28208.0,11088.0,0
2023-10,西北,消费电子,2,264047.0,388,0.345,24901.0,6718.0,7045.0,0
2023-10,东北,消费电子,2,298171.0,514,0.556,39148.0,23226.0,4257.0,1
2023-10,港澳台,消费电子,2,195480.0,359,0.276,13015.0,21876.0,6274.0,0
2023-10,海外亚太,消费电子,2,163771.0,287,0.474,14467.0,9523.0,2422.0,0
2023-10,海外欧美,消费电子,2,150056.0,262,0.254,14992.0,14933.0,8103.0,0
2023-10,华东,家居日用,3,428658.0,2325,0.472,39722.0,16824.0,6488.0,0
2023-10,华南,家居日用,3,358281.0,1626,0.519,47600.0,16348.0,11125.0,0
2023-10,华北,家居日用,3,323384.0,1760,0.314,29272.0,20562.0,18752.0,0
2023-10,西南,家居日用,3,316891.0,1715,0.349,28561.0,17204.0,9013.0,1
2023-10,华中,家居日用,3,297496.0,1289,0.493,47175.0,31496.0,9253.0,0
2023-10,西北,家居日用,3,270713.0,1469,0.427,37039.0,24223.0,15998.0,0
2023-10,东北,家居日用,3,239867.0,1365,0.536,25049.0,8690.0,7847.0,0
2023-10,港澳台,家居日用,3,176810.0,752,0.379,14133.0,14568.0,3881.0,0
2023-10,海外亚太,家居日用,3,167900.0,899,0.372,12417.0,19978.0,4725.0,1
2023-10,海外欧美,家居日用,3,120776.0,565,0.368,15235.0,11661.0,1473.0,1
2023-10,华东,服装鞋帽,4,287821.0,2675,0.598,27106.0,21716.0,5448.0,1
2023-10,华南,服装鞋帽,4,332837.0,2375,0.581,33037.0,32865.0,5175.0,0
2023-10,华北,服装鞋帽,4,252639.0,2300,0.574,43543.0,29738.0,15129.0,0
2023-10,西南,服装鞋帽,4,235310.0,1751,0.68,36082.0,9217.0,6803.0,0
2023-10,华中,服装鞋帽,4,252252.0,1941,0.328,32814.0,9815.0,9276.0,0
2023-10,西北,服装鞋帽,4,186280.0,1689,0.659,29934.0,21765.0,10113.0,0
2023-10,东北,服装鞋帽,4,180002.0,1573,0.336,20902.0,17124.0,7606.0,0
2023-10,港澳台,服装鞋帽,4,160681.0,1267,0.46,22541.0,14713.0,5582.0,0
2023-10,海外亚太,服装鞋帽,4,138153.0,1180,0.325,10850.0,5568.0,7344.0,0
2023-10,海外欧美,服装鞋帽,4,118280.0,1006,0.684,11666.0,8878.0,1977.0,0
2023-10,华东,美妆护肤,5,355786.0,4052,0.536,46518.0,22276.0,11875.0,0
2023-10,华南,美妆护肤,5,336655.0,3608,0.422,27065.0,28459.0,9411.0,0
