date,platform,channel,user_segment,dau,new_users,session_count,avg_session_duration,page_views,bounce_rate,conversion_rate,gmv,orders,aov,retention_d1,retention_d7
2025-03-18,Android,社交分享,高价值VIP,348,76,638,652.4,7401,0.56,0.0708,9510.96,24,396.29,0.131,0.22
2025-03-18,Android,付费搜索,活跃用户,3132,786,10022,172.8,76058,0.235,0.0346,20706.84,108,191.73,0.389,0.117
2025-03-18,Android,付费搜索,新用户,347,64,620,480.2,1414,0.623,0.0472,6188.16,16,386.76,0.215,0.077
2025-03-18,Android,付费搜索,流失预警,99,21,206,98.8,956,0.296,0.0221,742.2,2,371.1,0.202,0.111
2025-03-18,Android,EDM,高价值VIP,398,56,1584,664.6,15375,0.483,0.0656,9218.04,26,354.54,0.362,0.155
2025-03-18,小程序,短信复购,高价值VIP,421,99,1017,639.3,6635,0.362,0.0145,775.26,6,129.21,0.286,0.227
2025-03-18,小程序,线下地推,新用户,290,23,1116,604.6,9693,0.461,0.0689,4406.29,19,231.91,0.332,0.071
2025-03-18,小程序,线下地推,流失预警,102,6,181,774.2,586,0.573,0.0197,353.38,2,176.69,0.427,0.056
2025-03-18,小程序,自然增长,流失预警,56,7,134,53.4,713,0.532,0.067,376.44,3,125.48,0.304,0.13
2025-03-18,小程序,自然增长,新用户,262,63,405,124.3,3864,0.218,0.0542,4012.26,14,286.59,0.197,0.215
2025-03-18,小程序,自然增长,活跃用户,2582,536,3970,381.9,21864,0.3,0.0255,25448.15,65,391.51,0.45,0.064
2025-03-18,小程序,KOL推荐,活跃用户,2596,195,4839,175.0,47288,0.473,0.0181,3568.22,46,77.57,0.275,0.099
2025-03-18,小程序,KOL推荐,高价值VIP,464,28,921,697.7,7229,0.277,0.0175,3878.96,8,484.87,0.346,0.053
2025-03-18,小程序,社交分享,沉默召回,124,12,214,240.5,2472,0.382,0.0304,946.53,3,315.51,0.219,0.243
2025-03-18,小程序,社交分享,新用户,327,46,1145,505.8,3532,0.311,0.0519,6092.8,16,380.8,0.141,0.114
2025-03-18,快应用,SEO,新用户,312,30,763,155.1,1536,0.309,0.0255,498.54,7,71.22,0.306,0.122
2025-03-18,快应用,社交分享,活跃用户,3160,320,11610,166.4,96154,0.362,0.0573,87129.78,181,481.38,0.499,0.07
2025-03-18,快应用,社交分享,新用户,230,50,521,515.6,2281,0.635,0.0696,3951.68,16,246.98,0.303,0.232
2025-03-18,快应用,线下地推,流失预警,63,12,182,833.4,2092,0.429,0.0427,949.58,2,474.79,0.302,0.196
2025-03-18,快应用,线下地推,活跃用户,3072,305,10497,708.4,28693,0.553,0.0379,18612.2,116,160.45,0.177,0.178
2025-03-18,快应用,线下地推,新用户,256,74,467,93.6,1193,0.441,0.0589,6054.15,15,403.61,0.382,0.081
2025-03-18,快应用,信息流广告,新用户,228,51,685,716.7,6742,0.292,0.0173,305.13,3,101.71,0.209,0.159
2025-03-18,快应用,信息流广告,流失预警,58,6,88,773.1,1013,0.426,0.037,255.92,2,127.96,0.168,0.186
2025-03-19,小程序,自然增长,沉默召回,164,8,632,805.6,7039,0.193,0.0789,5030.16,12,419.18,0.403,0.12
2025-03-19,小程序,自然增长,活跃用户,1809,506,6535,299.8,66876,0.34,0.0556,7433.0,100,74.33,0.344,0.133
2025-03-19,小程序,自然增长,高价值VIP,299,50,744,700.8,7254,0.583,0.0711,5113.92,21,243.52,0.216,0.176
2025-03-19,小程序,短信复购,新用户,216,15,719,890.7,6444,0.472,0.0288,2699.16,6,449.86,0.274,0.22
2025-03-19,小程序,短信复购,沉默召回,179,31,702,833.1,4948,0.351,0.0288,630.2,5,126.04,0.152,0.208
2025-03-19,小程序,SEO,流失预警,79,7,276,109.0,1743,0.423,0.051,1395.92,4,348.98,0.144,0.107
2025-03-19,小程序,付费搜索,流失预警,92,9,318,502.7,1561,0.598,0.0366,1480.05,3,493.35,0.184,0.056
2025-03-19,小程序,付费搜索,沉默召回,152,28,346,765.2,4063,0.49,0.0051,0.0,0,105.74,0.416,0.162
2025-03-19,小程序,信息流广告,新用户,237,62,575,230.3,2454,0.576,0.0079,142.66,1,142.66,0.172,0.169
2025-03-19,Android,SEO,新用户,345,49,901,476.0,7860,0.643,0.0177,991.2,6,165.2,0.437,0.101
2025-03-19,Android,信息流广告,活跃用户,2749,663,8590,210.7,56076,0.392,0.0258,6069.7,70,86.71,0.276,0.195
2025-03-19,Android,社交分享,流失预警,97,28,354,566.5,2675,0.283,0.0174,468.05,1,468.05,0.112,0.165
2025-03-19,Android,社交分享,高价值VIP,395,78,1540,492.7,7351,0.519,0.0325,2073.72,12,172.81,0.381,0.195
2025-03-19,Android,社交分享,新用户,210,37,530,232.6,4396,0.552,0.0429,589.23,9,65.47,0.308,0.096
2025-03-19,Android,KOL推荐,新用户,268,25,701,403.0,8313,0.408,0.0633,4755.2,16,297.2,0.424,0.13
2025-03-19,Android,KOL推荐,沉默召回,108,21,355,591.1,2720,0.397,0.0153,288.42,1,288.42,0.202,0.217
2025-03-19,Android,KOL推荐,流失预警,98,9,283,608.5,2554,0.453,0.0159,57.66,1,57.66,0.323,0.241
2025-03-19,Web,EDM,流失预警,81,23,242,895.7,1506,0.621,0.078,2200.56,6,366.76,0.346,0.124
2025-03-19,Web,SEO,沉默召回,157,20,407,690.2,1126,0.473,0.0134,499.12,2,249.56,0.16,0.203
2025-03-19,Web,SEO,新用户,230,51,497,317.4,2732,0.591,0.0125,501.6,2,250.8,0.172,0.232
2025-03-19,Web,线下地推,高价值VIP,510,27,1868,508.4,4677,0.271,0.0309,2507.25,15,167.15,0.486,0.23
2025-03-19,Web,线下地推,活跃用户,2542,308,6439,544.9,75073,0.321,0.0528,60068.18,134,448.27,0.396,0.192
2025-03-19,Web,线下地推,新用户,222,31,611,745.8,2783,0.326,0.0148,227.61,3,75.87,0.279,0.231
2025-03-19,Web,KOL推荐,高价值VIP,477,98,1454,796.8,12581,0.174,0.0331,2880.3,15,192.02,0.128,0.22
2025-03-19,Web,KOL推荐,沉默召回,159,24,434,460.2,3129,0.502,0.0613,391.14,9,43.46,0.144,0.236
2025-03-19,Web,KOL推荐,新用户,215,49,685,808.9,3038,0.618,0.0575,3219.72,12,268.31,0.244,0.055
2025-03-19,Web,自然增长,活跃用户,1961,385,4843,147.8,24149,0.446,0.0257,20540.5,50,410.81,0.283,0.125
2025-03-19,Web,自然增长,流失预警,64,13,162,141.5,992,0.313,0.0736,230.52,4,57.63,0.4,0.078
2025-03-19,Web,自然增长,高价值VIP,313,85,513,40.5,3849,0.283,0.0404,625.2,12,52.1,0.438,0.069
2025-03-20,Android,自然增长,流失预警,74,5,204,877.7,1626,0.161,0.0279,400.5,2,200.25,0.196,0.175
2025-03-20,Android,异业合作,新用户,254,41,735,241.2,5525,0.268,0.0433,2087.0,10,208.7,0.196,0.062
2025-03-20,Android,短信复购,活跃用户,3068,534,9403,46.0,75377,0.181,0.0629,86244.48,192,449.19,0.172,0.157
2025-03-20,Android,社交分享,新用户,265,58,750,899.4,8307,0.605,0.0782,9121.2,20,456.06,0.207,0.054
2025-03-20,iOS,自然增长,新用户,321,34,684,438.0,7151,0.495,0.0339,1836.0,10,183.6,0.443,0.172
2025-03-20,iOS,自然增长,流失预警,58,6,119,108.3,816,0.156,0.069,1939.4,4,484.85,0.213,0.077
2025-03-20,iOS,自然增长,活跃用户,2431,192,4538,141.4,52806,0.351,0.0763,77071.0,185,416.6,0.336,0.112
2025-03-20,iOS,SEO,新用户,311,49,950,226.6,1947,0.417,0.0769,4657.5,23,202.5,0.141,0.137
2025-03-20,iOS,SEO,沉默召回,159,25,324,206.9,1996,0.604,0.0771,4857.96,12,404.83,0.27,0.126
2025-03-20,iOS,KOL推荐,高价值VIP,386,23,1486,882.2,9921,0.595,0.0607,1524.9,23,66.3,0.135,0.14
2025-03-20,iOS,KOL推荐,流失预警,63,15,218,216.3,667,0.506,0.0602,764.25,3,254.75,0.102,0.055
2025-03-20,iOS,KOL推荐,新用户,332,55,1267,350.5,12043,0.484,0.0584,5827.3,19,306.7,0.44,0.105
2025-03-20,iOS,异业合作,活跃用户,2028,189,5979,398.8,60364,0.526,0.0665,57692.36,134,430.54,0.287,0.17
2025-03-20,iOS,异业合作,沉默召回,193,52,685,385.2,3660,0.507,0.008,103.01,1,103.01,0.259,0.238
2025-03-20,iOS,线下地推,流失预警,80,4,134,898.4,1112,0.302,0.0162,339.81,1,339.81,0.337,0.108
2025-03-20,iOS,线下地推,高价值VIP,403,101,1334,133.5,4896,0.486,0.0435,2304.52,17,135.56,0.213,0.191
2025-03-20,iOS,短信复购,新用户,215,23,576,741.6,3897,0.367,0.0326,1672.58,7,238.94,0.194,0.128
2025-03-20,小程序,EDM,高价值VIP,454,83,772,288.8,2071,0.618,0.061,5158.35,27,191.05,0.341,0.19
2025-03-20,小程序,EDM,流失预警,103,9,359,88.7,3599,0.566,0.0714,2672.88,7,381.84,0.449,0.211
2025-03-20,小程序,信息流广告,流失预警,65,4,188,440.8,2048,0.272,0.0128,0.0,0,483.7,0.36,0.185
2025-03-20,小程序,信息流广告,新用户,284,77,474,315.7,1030,0.412,0.0281,1787.1,7,255.3,0.443,0.168
2025-03-20,小程序,社交分享,活跃用户,2857,184,10133,556.1,46512,0.517,0.0363,22600.26,103,219.42,0.211,0.111
2025-03-20,小程序,SEO,新用户,363,61,1246,629.0,5197,0.171,0.04,5127.08,14,366.22,0.22,0.066
2025-03-20,小程序,SEO,活跃用户,2207,460,7498,431.1,58982,0.538,0.0707,33964.32,156,217.72,0.206,0.083
2025-03-20,Web,线下地推,新用户,222,38,831,765.7,6726,0.487,0.0531,4314.42,11,392.22,0.202,0.25
2025-03-20,Web,线下地推,流失预警,87,12,151,419.3,705,0.375,0.0587,2007.55,5,401.51,0.436,0.239
2025-03-20,Web,线下地推,活跃用户,2674,304,6800,238.6,32246,0.34,0.0682,76638.38,182,421.09,0.169,0.219
2025-03-20,Web,短信复购,新用户,340,21,1001,539.4,5510,0.507,0.0658,9572.42,22,435.11,0.149,0.142
2025-03-20,Web,付费搜索,流失预警,59,5,172,277.0,779,0.233,0.0104,0.0,0,148.68,0.353,0.181
2025-03-20,Web,付费搜索,活跃用户,2386,155,7981,721.9,83506,0.305,0.0351,3444.5,83,41.5,0.44,0.127
2025-03-21,iOS,线下地推,流失预警,86,5,296,862.4,3078,0.345,0.0452,1039.35,3,346.45,0.112,0.063
2025-03-21,iOS,线下地推,高价值VIP,499,50,987,704.5,2113,0.329,0.0302,1067.1,15,71.14,0.384,0.18
2025-03-21,iOS,线下地推,沉默召回,112,28,227,798.0,2695,0.611,0.0755,2760.56,8,345.07,0.223,0.055
2025-03-21,iOS,KOL推荐,活跃用户,2596,342,6319,525.4,33340,0.452,0.0456,34958.68,118,296.26,0.489,0.233
2025-03-21,iOS,KOL推荐,流失预警,76,15,115,262.7,617,0.342,0.0217,301.31,1,301.31,0.434,0.06
2025-03-21,iOS,SEO,流失预警,75,16,162,691.6,709,0.438,0.0715,463.0,5,92.6,0.401,0.102
2025-03-21,iOS,SEO,新用户,243,71,679,141.1,4695,0.311,0.0789,9008.28,19,474.12,0.396,0.057
2025-03-21,iOS,自然增长,新用户,342,73,1106,132.2,2476,0.484,0.0173,1279.5,5,255.9,0.262,0.136
2025-03-21,iOS,信息流广告,高价值VIP,497,39,1697,54.8,14910,0.276,0.0692,1557.2,34,45.8,0.259,0.076
2025-03-21,iOS,付费搜索,沉默召回,161,15,275,894.1,2602,0.342,0.0608,3137.76,9,348.64,0.206,0.196
2025-03-21,iOS,付费搜索,流失预警,86,15,194,253.9,583,0.313,0.0754,965.88,6,160.98,0.26,0.219
2025-03-21,小程序,线下地推,新用户,278,30,1002,655.1,9745,0.37,0.0105,758.7,2,379.35,0.232,0.232
2025-03-21,小程序,KOL推荐,流失预警,67,3,243,703.4,2445,0.631,0.042,915.9,2,457.95,0.145,0.161
2025-03-21,小程序,KOL推荐,活跃用户,3220,639,6373,771.2,38057,0.335,0.015,10725.12,48,223.44,0.244,0.053
2025-03-21,小程序,EDM,沉默召回,113,13,223,398.0,1011,0.278,0.0732,2381.84,8,297.73,0.165,0.176
2025-03-21,小程序,EDM,新用户,282,80,941,575.8,2319,0.437,0.0394,4145.79,11,376.89,0.329,0.1
2025-03-21,小程序,异业合作,沉默召回,174,19,405,827.9,1850,0.414,0.0085,332.54,1,332.54,0.345,0.184
2025-03-21,小程序,异业合作,流失预警,75,5,139,85.0,742,0.345,0.0339,164.96,2,82.48,0.434,0.242
2025-03-21,小程序,异业合作,高价值VIP,352,67,1086,130.9,8757,0.384,0.0191,936.3,6,156.05,0.324,0.189
2025-03-21,小程序,自然增长,活跃用户,1875,371,6658,839.6,51437,0.346,0.0496,18407.49,93,197.93,0.476,0.168
2025-03-21,小程序,自然增长,新用户,302,48,1016,382.4,6998,0.409,0.0664,797.0,20,39.85,0.338,0.139
2025-03-21,小程序,自然增长,沉默召回,135,32,516,86.4,4908,0.629,0.0786,3171.1,10,317.11,0.325,0.193
2025-03-21,小程序,信息流广告,新用户,289,60,832,273.6,9604,0.611,0.0193,2049.8,5,409.96,0.421,0.098
2025-03-21,小程序,信息流广告,活跃用户,3189,604,9612,607.5,36089,0.512,0.0413,39489.95,131,301.45,0.185,0.121
2025-03-21,Web,短信复购,活跃用户,1864,315,4030,385.7,42795,0.526,0.0515,16496.75,95,173.65,0.481,0.16
2025-03-21,Web,短信复购,高价值VIP,386,64,1254,653.8,11824,0.273,0.0076,950.42,2,475.21,0.158,0.188
2025-03-21,Web,短信复购,流失预警,100,20,349,770.3,2331,0.52,0.0276,457.26,2,228.63,0.308,0.086
2025-03-21,Web,KOL推荐,活跃用户,2624,317,4491,606.6,42414,0.588,0.0527,23996.82,138,173.89,0.113,0.059
2025-03-21,Web,KOL推荐,沉默召回,156,34,512,598.2,4844,0.28,0.0479,3443.93,7,491.99,0.365,0.243
2025-03-22,Android,KOL推荐,新用户,241,64,903,75.2,9647,0.356,0.0722,5052.06,17,297.18,0.214,0.194
2025-03-22,Android,KOL推荐,高价值VIP,310,79,862,102.3,8558,0.249,0.0419,1236.72,12,103.06,0.309,0.143
2025-03-22,Android,异业合作,新用户,157,19,498,550.8,2114,0.453,0.0647,920.8,10,92.08,0.258,0.074
2025-03-22,Android,异业合作,活跃用户,2137,597,6402,325.3,58522,0.53,0.0799,27235.7,170,160.21,0.379,0.138
2025-03-22,Android,异业合作,流失预警,65,16,217,765.1,2054,0.418,0.0091,0.0,0,383.84,0.291,0.122
2025-03-22,Android,SEO,新用户,168,28,501,70.0,2215,0.234,0.0715,1906.32,12,158.86,0.189,0.213
2025-03-22,Android,SEO,沉默召回,81,20,231,856.5,1255,0.392,0.0557,1223.32,4,305.83,0.43,0.249
2025-03-22,小程序,SEO,新用户,232,23,596,238.9,3714,0.169,0.063,6180.3,14,441.45,0.238,0.065
2025-03-22,小程序,短信复购,高价值VIP,297,24,472,821.6,4908,0.186,0.0414,4055.28,12,337.94,0.134,0.16
2025-03-22,小程序,异业合作,沉默召回,89,20,181,842.1,2111,0.183,0.0092,0.0,0,456.52,0.294,0.098
2025-03-22,小程序,异业合作,高价值VIP,333,24,1073,543.1,11880,0.371,0.0615,9866.2,20,493.31,0.397,0.094
2025-03-22,iOS,SEO,高价值VIP,342,35,765,814.7,4552,0.276,0.065,9500.7,22,431.85,0.442,0.076
2025-03-22,iOS,SEO,流失预警,69,6,233,317.7,1890,0.424,0.0754,1320.8,5,264.16,0.244,0.135
2025-03-22,iOS,自然增长,高价值VIP,222,12,476,818.9,5548,0.237,0.0706,2171.55,15,144.77,0.154,0.138
2025-03-22,iOS,自然增长,新用户,216,38,368,517.4,2595,0.544,0.0736,882.15,15,58.81,0.223,0.112
2025-03-22,iOS,KOL推荐,新用户,171,29,556,753.5,3051,0.346,0.0757,2139.48,12,178.29,0.262,0.196
2025-03-22,iOS,KOL推荐,流失预警,62,13,198,502.7,1533,0.324,0.029,443.78,1,443.78,0.402,0.132
2025-03-22,iOS,KOL推荐,活跃用户,2055,298,5188,50.6,10731,0.634,0.0709,18691.95,145,128.91,0.198,0.112
2025-03-22,iOS,信息流广告,新用户,226,53,584,871.2,4751,0.284,0.0256,2104.8,5,420.96,0.38,0.061
2025-03-22,iOS,EDM,活跃用户,1900,342,5100,728.9,34046,0.233,0.0769,22749.72,146,155.82,0.415,0.215
2025-03-22,快应用,SEO,流失预警,52,6,145,249.7,1142,0.212,0.0112,0.0,0,184.72,0.204,0.21
2025-03-22,快应用,SEO,沉默召回,128,13,356,82.5,1296,0.314,0.0623,3104.85,7,443.55,0.136,0.059
2025-03-22,快应用,短信复购,沉默召回,121,21,207,334.2,923,0.518,0.0778,2946.87,9,327.43,0.262,0.101
2025-03-22,快应用,短信复购,高价值VIP,267,66,621,843.5,5468,0.384,0.0154,1974.64,4,493.66,0.442,0.192
2025-03-22,快应用,短信复购,新用户,163,24,608,837.9,1225,0.543,0.068,342.32,11,31.12,0.331,0.071
2025-03-22,Web,异业合作,沉默召回,84,21,168,210.8,1578,0.482,0.023,235.27,1,235.27,0.295,0.192
2025-03-22,Web,SEO,新用户,218,55,697,778.5,7317,0.635,0.0351,1186.22,7,169.46,0.22,0.056
2025-03-22,Web,SEO,高价值VIP,268,55,742,855.6,6320,0.565,0.0099,134.2,2,67.1,0.213,0.234
2025-03-22,Web,线下地推,沉默召回,78,14,296,880.0,2230,0.606,0.0703,1344.85,5,268.97,0.128,0.165
2025-03-22,Web,线下地推,高价值VIP,252,18,882,377.5,7129,0.164,0.006,185.68,1,185.68,0.475,0.185
2025-03-22,Web,社交分享,活跃用户,1850,245,3161,439.7,21685,0.256,0.0581,11727.2,107,109.6,0.383,0.18
2025-03-22,Web,社交分享,流失预警,68,16,267,863.8,1183,0.412,0.0454,410.85,3,136.95,0.24,0.161
2025-03-22,Web,社交分享,新用户,262,73,894,777.3,6340,0.268,0.0788,4562.8,20,228.14,0.458,0.121
2025-03-22,Web,EDM,流失预警,42,3,152,77.6,1766,0.395,0.0793,599.04,3,199.68,0.314,0.066
2025-03-22,Web,EDM,高价值VIP,265,46,599,143.2,5534,0.333,0.0122,915.81,3,305.27,0.427,0.14
2025-03-23,快应用,线下地推,新用户,180,21,375,472.6,1959,0.282,0.0071,392.43,1,392.43,0.326,0.176
2025-03-23,快应用,线下地推,活跃用户,1671,90,4894,468.9,43978,0.404,0.0444,9013.94,74,121.81,0.174,0.111
2025-03-23,快应用,短信复购,高价值VIP,218,21,554,537.4,5084,0.423,0.0718,1520.85,15,101.39,0.312,0.139
2025-03-23,快应用,短信复购,新用户,215,55,589,137.9,2506,0.59,0.0223,1943.96,4,485.99,0.203,0.099
2025-03-23,快应用,短信复购,流失预警,58,7,216,890.3,1835,0.644,0.0705,949.76,4,237.44,0.437,0.242
2025-03-23,Web,自然增长,沉默召回,110,19,309,854.1,1867,0.2,0.0591,755.76,6,125.96,0.29,0.132
2025-03-23,Web,自然增长,新用户,172,37,550,244.4,5905,0.285,0.0397,2434.56,6,405.76,0.494,0.21
2025-03-23,Web,KOL推荐,流失预警,39,5,61,516.6,241,0.254,0.0669,237.74,2,118.87,0.399,0.137
2025-03-23,Web,KOL推荐,高价值VIP,346,19,733,673.7,4067,0.284,0.0108,724.71,3,241.57,0.174,0.174
2025-03-23,Web,KOL推荐,沉默召回,100,7,192,119.5,1562,0.16,0.0546,1175.3,5,235.06,0.125,0.067
2025-03-23,Web,短信复购,高价值VIP,289,54,728,554.1,6893,0.339,0.0357,3150.3,10,315.03,0.178,0.164
2025-03-23,小程序,信息流广告,沉默召回,95,26,188,599.5,1772,0.311,0.0498,1492.56,4,373.14,0.347,0.149
2025-03-23,小程序,信息流广告,高价值VIP,342,78,768,732.4,5632,0.461,0.0684,9598.82,23,417.34,0.196,0.07
2025-03-23,小程序,线下地推,活跃用户,2270,553,4853,425.8,47873,0.453,0.0198,10007.36,44,227.44,0.185,0.091
2025-03-23,小程序,线下地推,新用户,232,56,865,728.9,4921,0.558,0.0391,923.94,9,102.66,0.33,0.125
2025-03-23,小程序,异业合作,沉默召回,81,9,191,883.5,1042,0.21,0.0413,1372.56,3,457.52,0.111,0.249
2025-03-23,小程序,异业合作,活跃用户,2150,543,6228,115.8,43752,0.471,0.067,55769.76,144,387.29,0.162,0.058
2025-03-23,小程序,异业合作,新用户,213,57,603,773.0,7132,0.168,0.0535,5315.75,11,483.25,0.327,0.161
2025-03-23,Android,社交分享,新用户,257,64,544,447.6,5567,0.436,0.0541,3459.82,13,266.14,0.278,0.106
2025-03-23,Android,社交分享,沉默召回,76,16,127,487.8,564,0.519,0.0576,449.44,4,112.36,0.112,0.082
2025-03-23,Android,社交分享,流失预警,51,6,81,741.9,364,0.555,0.0582,725.14,2,362.57,0.275,0.099
2025-03-23,Android,付费搜索,沉默召回,77,18,163,731.2,920,0.541,0.0603,162.56,4,40.64,0.289,0.203
2025-03-23,Android,异业合作,活跃用户,1810,520,5919,662.4,25202,0.185,0.0607,25964.89,109,238.21,0.144,0.083
2025-03-23,Android,自然增长,流失预警,62,17,185,207.1,1305,0.443,0.0564,505.47,3,168.49,0.436,0.147
2025-03-23,Android,线下地推,流失预警,68,18,232,469.4,769,0.496,0.0128,0.0,0,327.46,0.472,0.105
2025-03-23,Android,线下地推,活跃用户,1658,217,6170,263.2,19915,0.609,0.0353,15838.64,58,273.08,0.203,0.178
2025-03-23,Android,短信复购,高价值VIP,220,14,374,218.8,1032,0.151,0.0173,1144.5,3,381.5,0.132,0.133
2025-03-23,Android,短信复购,新用户,209,39,422,719.2,1801,0.288,0.0511,4153.7,10,415.37,0.343,0.127
2025-03-23,iOS,线下地推,新用户,155,28,239,584.5,928,0.46,0.0306,1267.08,4,316.77,0.297,0.176
2025-03-23,iOS,短信复购,活跃用户,1817,134,4745,309.4,41337,0.549,0.0093,7664.48,16,479.03,0.223,0.109
2025-03-23,iOS,短信复购,流失预警,43,4,87,617.3,701,0.589,0.0364,220.71,1,220.71,0.327,0.096
2025-03-23,iOS,EDM,流失预警,41,5,108,171.7,705,0.236,0.0282,335.31,1,335.31,0.266,0.071
2025-03-23,iOS,EDM,沉默召回,130,14,260,759.6,1978,0.244,0.0058,0.0,0,80.05,0.109,0.126
2025-03-23,iOS,EDM,高价值VIP,260,14,593,724.9,6730,0.516,0.0211,1106.4,5,221.28,0.219,0.196
2025-03-23,iOS,异业合作,流失预警,51,8,107,88.9,329,0.375,0.0616,1174.53,3,391.51,0.43,0.08
2025-03-23,iOS,异业合作,活跃用户,2236,216,3709,63.3,32651,0.557,0.0246,14275.8,55,259.56,0.134,0.236
2025-03-23,iOS,异业合作,新用户,173,20,605,410.4,7016,0.453,0.028,1102.56,4,275.64,0.23,0.147
2025-03-23,iOS,自然增长,新用户,263,68,696,60.5,4755,0.246,0.0509,4805.32,13,369.64,0.184,0.088
2025-03-23,iOS,自然增长,流失预警,66,6,118,280.3,419,0.264,0.0581,542.67,3,180.89,0.411,0.11
2025-03-23,iOS,自然增长,沉默召回,117,11,178,629.2,789,0.408,0.0124,287.09,1,287.09,0.162,0.185
2025-03-24,小程序,EDM,活跃用户,2502,716,4035,796.6,40956,0.189,0.0579,22664.16,144,157.39,0.371,0.21
2025-03-24,小程序,EDM,流失预警,68,12,263,547.3,1946,0.341,0.058,1065.51,3,355.17,0.194,0.111
2025-03-24,小程序,EDM,新用户,363,44,1408,188.3,8060,0.16,0.0108,880.2,3,293.4,0.23,0.213
2025-03-24,小程序,自然增长,流失预警,78,5,121,807.7,871,0.409,0.0244,297.52,1,297.52,0.342,0.125
2025-03-24,小程序,自然增长,沉默召回,159,20,380,601.1,3600,0.25,0.0195,305.61,3,101.87,0.466,0.134
2025-03-24,小程序,信息流广告,高价值VIP,371,104,1196,842.4,10073,0.603,0.015,255.4,5,51.08,0.25,0.058
2025-03-24,小程序,信息流广告,活跃用户,2696,748,5178,305.5,55732,0.603,0.0222,19634.02,59,332.78,0.292,0.183
2025-03-24,小程序,异业合作,活跃用户,2962,282,8942,850.0,18110,0.496,0.042,47499.44,124,383.06,0.485,0.181
2025-03-24,小程序,短信复购,高价值VIP,494,86,1412,736.5,14690,0.553,0.0081,1472.68,4,368.17,0.119,0.175
2025-03-24,小程序,短信复购,活跃用户,1996,532,4900,719.7,22286,0.285,0.036,33519.81,71,472.11,0.245,0.086
2025-03-24,iOS,EDM,流失预警,79,12,204,659.7,1945,0.4,0.0631,426.56,4,106.64,0.458,0.218
2025-03-24,iOS,EDM,高价值VIP,467,25,1595,817.9,16932,0.212,0.0726,3661.35,33,110.95,0.41,0.155
2025-03-24,iOS,EDM,活跃用户,2056,225,7891,416.8,61057,0.193,0.0251,14013.27,51,274.77,0.456,0.062
2025-03-24,iOS,短信复购,高价值VIP,508,77,1980,768.3,11224,0.179,0.075,16956.74,38,446.23,0.161,0.189
2025-03-24,iOS,短信复购,沉默召回,141,41,510,133.8,2605,0.628,0.0561,1056.58,7,150.94,0.249,0.07
2025-03-24,iOS,付费搜索,活跃用户,2180,308,7159,632.7,78921,0.501,0.032,31882.14,69,462.06,0.359,0.109
2025-03-24,iOS,付费搜索,高价值VIP,394,100,760,370.7,2685,0.406,0.0731,8970.08,28,320.36,0.361,0.143
2025-03-24,iOS,线下地推,沉默召回,179,35,648,385.7,7576,0.456,0.0235,857.72,4,214.43,0.413,0.229
2025-03-24,Web,社交分享,沉默召回,125,25,498,430.0,3792,0.471,0.0392,1371.36,4,342.84,0.173,0.191
2025-03-24,Web,社交分享,高价值VIP,327,96,1023,74.8,11339,0.219,0.0675,10408.2,22,473.1,0.157,0.177
2025-03-24,Web,KOL推荐,新用户,323,42,807,719.7,8321,0.393,0.0597,2077.65,19,109.35,0.294,0.134
2025-03-25,小程序,付费搜索,沉默召回,105,18,333,409.5,811,0.238,0.0131,467.13,1,467.13,0.188,0.166
2025-03-25,小程序,付费搜索,新用户,367,57,695,468.3,3778,0.256,0.0337,5228.52,12,435.71,0.258,0.22
2025-03-25,小程序,KOL推荐,沉默召回,123,17,450,641.5,1089,0.637,0.0549,396.36,6,66.06,0.38,0.136
2025-03-25,小程序,自然增长,流失预警,103,16,369,202.5,3411,0.342,0.0291,641.96,2,320.98,0.468,0.17
2025-03-25,小程序,自然增长,活跃用户,1893,547,5505,423.4,63672,0.309,0.054,36285.48,102,355.74,0.402,0.214
2025-03-25,Android,KOL推荐,流失预警,84,25,270,333.8,2107,0.597,0.0183,121.79,1,121.79,0.338,0.106
2025-03-25,Android,KOL推荐,活跃用户,3125,259,4913,333.7,32989,0.347,0.0105,985.6,32,30.8,0.107,0.131
2025-03-25,Android,SEO,新用户,316,46,862,110.0,6317,0.289,0.0635,3102.8,20,155.14,0.315,0.09
2025-03-26,快应用,KOL推荐,沉默召回,129,34,205,42.0,2185,0.198,0.0177,922.56,2,461.28,0.43,0.092
2025-03-26,快应用,KOL推荐,活跃用户,3091,392,7125,892.8,78923,0.499,0.0319,34473.46,98,351.77,0.35,0.152
2025-03-26,快应用,KOL推荐,高价值VIP,470,120,788,139.3,3725,0.393,0.0773,10984.68,36,305.13,0.32,0.146
2025-03-26,快应用,社交分享,流失预警,92,25,282,342.7,3078,0.198,0.0571,1447.15,5,289.43,0.248,0.233
2025-03-26,快应用,社交分享,沉默召回,145,41,528,694.1,3074,0.24,0.0277,1337.32,4,334.33,0.456,0.051
2025-03-26,快应用,社交分享,高价值VIP,431,27,1447,895.7,12807,0.631,0.0427,4683.96,18,260.22,0.214,0.208
2025-03-26,快应用,付费搜索,流失预警,97,28,336,426.3,890,0.163,0.0308,965.46,2,482.73,0.282,0.094
2025-03-26,快应用,付费搜索,高价值VIP,407,29,1282,237.9,14167,0.479,0.0594,5806.08,24,241.92,0.493,0.193
