month,department,location,headcount,avg_salary,avg_tenure_years,attrition_count,new_hires,promotion_count,training_days,overtime_hours,revenue_per_employee,cost_per_employee,engagement_score,span_of_control
2023-08,产品设计,西安,12,6701.0,4.4,0,4,0,29,55,218076.0,106917.0,3.4,6.0
2023-08,产品设计,新加坡,12,7520.0,7.3,0,2,1,32,55,387043.0,143366.0,3.2,4.0
2023-08,产品设计,东京,10,2907.0,3.2,0,3,1,40,8,109170.0,59537.0,4.0,3.3
2023-08,产品设计,伦敦,8,1729.0,2.7,0,0,0,10,17,58763.0,29275.0,4.7,8.0
2023-08,销售业务,北京,71,19620.0,6.9,0,0,2,8,6,796151.0,339656.0,3.8,5.9
2023-08,销售业务,上海,72,23536.0,7.0,1,3,2,29,388,1140692.0,411336.0,3.5,3.8
2023-08,销售业务,深圳,62,24938.0,7.7,2,4,3,25,251,2239651.0,527056.0,4.9,4.8
2023-08,销售业务,杭州,53,26745.0,6.5,1,3,3,25,23,1654093.0,435410.0,3.8,4.4
2023-08,销售业务,成都,38,19723.0,2.2,1,4,4,11,36,1110383.0,312297.0,3.9,4.2
2023-08,销售业务,武汉,34,10528.0,2.2,1,6,4,29,184,435109.0,182462.0,2.9,4.9
2023-08,销售业务,广州,38,18379.0,5.2,2,6,4,10,304,1516191.0,343171.0,4.2,3.5
2023-08,销售业务,南京,30,8392.0,6.2,0,4,3,8,78,422630.0,185636.0,3.0,30.0
2023-08,销售业务,西安,22,4201.0,7.5,0,0,0,34,48,403239.0,88832.0,3.1,22.0
2023-08,销售业务,新加坡,12,2403.0,2.0,0,2,1,25,45,90411.0,45951.0,3.4,6.0
2023-08,销售业务,东京,13,3262.0,6.3,0,4,0,4,35,107786.0,64132.0,4.8,6.5
2023-08,销售业务,伦敦,12,4101.0,5.0,0,5,1,34,25,281792.0,76254.0,4.8,4.0
2023-08,运营服务,北京,50,20143.0,8.3,3,7,5,15,336,1913315.0,424115.0,3.9,3.8
2023-08,运营服务,上海,50,32577.0,6.6,2,4,1,34,72,1417348.0,657326.0,4.8,4.2
2023-08,运营服务,深圳,41,25670.0,6.7,3,7,1,27,308,1075790.0,479867.0,4.3,13.7
2023-08,运营服务,杭州,35,15787.0,7.7,2,4,1,33,185,1314233.0,296744.0,4.0,8.8
2023-08,运营服务,成都,28,12906.0,6.5,1,0,0,0,33,891654.0,282820.0,4.6,14.0
2023-08,运营服务,武汉,17,13259.0,8.5,0,0,1,12,116,402940.0,289122.0,2.8,5.7
2023-08,运营服务,广州,25,16043.0,5.8,1,5,0,19,185,627468.0,324396.0,2.9,25.0
2023-08,运营服务,南京,20,7159.0,4.2,1,2,1,22,9,420305.0,124679.0,4.3,5.0
2023-08,运营服务,西安,14,5986.0,6.1,0,2,0,3,82,338641.0,105315.0,4.6,4.7
2023-08,运营服务,新加坡,8,6577.0,7.7,0,2,0,12,44,143662.0,114178.0,2.5,8.0
2023-08,运营服务,东京,7,6426.0,5.0,0,5,0,16,17,117628.0,140698.0,3.0,7.0
2023-08,运营服务,伦敦,3,3038.0,1.9,0,1,0,15,4,233945.0,57183.0,4.1,3.0
2023-08,市场营销,北京,40,24138.0,3.7,1,0,2,28,182,1330332.0,409783.0,3.3,4.4
2023-08,市场营销,上海,32,17727.0,8.0,0,4,1,6,173,1551513.0,303654.0,3.0,10.7
2023-08,市场营销,深圳,32,12437.0,6.4,2,1,1,6,106,1082103.0,263833.0,3.1,8.0
2023-08,市场营销,杭州,22,16910.0,4.6,1,4,1,18,114,928461.0,285889.0,4.7,4.4
2023-08,市场营销,成都,16,19380.0,5.6,0,0,0,7,28,572620.0,358360.0,4.0,5.3
2023-08,市场营销,武汉,16,10037.0,7.9,1,1,0,5,107,916902.0,167706.0,2.9,4.0
2023-08,市场营销,广州,22,16570.0,1.5,1,3,0,16,55,805287.0,288827.0,3.0,11.0
2023-08,市场营销,南京,15,10418.0,3.0,0,0,1,29,80,309615.0,227518.0,4.9,3.8
2023-08,市场营销,西安,16,5053.0,2.3,0,5,1,20,123,132899.0,99095.0,3.0,5.3
2023-08,市场营销,新加坡,7,1892.0,1.5,0,0,0,13,40,178012.0,33668.0,4.3,3.5
2023-08,市场营销,东京,9,6372.0,7.7,0,3,0,7,61,197051.0,127481.0,4.9,9.0
2023-08,市场营销,伦敦,4,2244.0,7.1,0,1,0,18,24,102302.0,46950.0,4.4,2.0
2023-08,客户成功,北京,37,18547.0,7.2,0,2,3,12,170,509019.0,326209.0,3.0,18.5
2023-08,客户成功,上海,35,20481.0,6.9,2,7,2,24,183,1492729.0,396599.0,4.8,5.0
2023-08,客户成功,深圳,29,31616.0,1.3,1,2,2,28,190,1345343.0,527240.0,4.6,5.8
2023-08,客户成功,杭州,27,12238.0,2.2,0,0,1,8,83,308659.0,211215.0,3.4,4.5
2023-08,客户成功,成都,16,12383.0,2.2,0,4,0,4,72,361904.0,227940.0,3.0,8.0
2023-08,客户成功,武汉,16,3884.0,1.8,1,1,0,35,36,106830.0,76668.0,3.0,8.0
2023-08,客户成功,广州,18,22562.0,6.1,0,0,1,23,8,559132.0,503691.0,4.2,6.0
2023-08,客户成功,南京,14,14426.0,5.3,0,4,1,37,103,629217.0,283099.0,4.8,3.5
2023-08,客户成功,西安,14,12766.0,6.0,0,5,0,39,3,279872.0,283902.0,3.8,4.7
2023-08,客户成功,新加坡,7,4554.0,8.4,0,2,0,14,27,412065.0,96258.0,4.2,3.5
2023-08,客户成功,东京,4,4075.0,4.9,0,3,0,1,20,179954.0,67911.0,4.5,2.0
2023-08,客户成功,伦敦,2,3495.0,7.0,0,0,0,9,10,185019.0,73753.0,3.7,1.0
2023-08,人力行政,北京,23,42107.0,7.2,1,1,1,3,174,1646282.0,700570.0,4.5,3.8
2023-08,人力行政,上海,19,16504.0,3.0,1,5,1,6,11,752057.0,362451.0,3.2,4.8
2023-08,人力行政,深圳,15,23998.0,8.4,1,5,0,35,49,1850356.0,494922.0,4.2,3.8
2023-08,人力行政,杭州,13,12641.0,3.0,0,2,1,15,87,1149585.0,261854.0,4.2,4.3
2023-08,人力行政,成都,12,5543.0,8.2,0,3,0,5,29,388250.0,95958.0,4.6,4.0
2023-08,人力行政,武汉,8,13492.0,2.9,0,1,0,7,50,852500.0,225779.0,3.7,8.0
2023-08,人力行政,广州,10,17534.0,7.0,0,5,0,15,80,1641867.0,337656.0,2.5,3.3
2023-08,人力行政,南京,6,4871.0,7.0,0,1,0,23,11,99486.0,96398.0,3.1,6.0
2023-08,人力行政,西安,8,4086.0,1.7,0,4,0,13,8,166320.0,63064.0,3.9,8.0
2023-08,人力行政,新加坡,3,5189.0,2.5,0,4,0,2,3,167442.0,92540.0,2.5,3.0
2023-08,人力行政,伦敦,6,3118.0,3.5,0,0,0,0,44,81709.0,60716.0,5.0,6.0
2023-08,财务管理,北京,20,21920.0,3.7,1,2,2,11,75,1847747.0,418830.0,3.1,10.0
2023-08,财务管理,上海,20,39575.0,4.7,0,0,1,31,77,2056251.0,641387.0,3.7,3.3
2023-08,财务管理,深圳,11,35039.0,6.2,0,0,0,34,23,3107149.0,746554.0,2.6,3.7
2023-08,财务管理,杭州,11,22611.0,6.5,0,1,0,36,82,608112.0,480747.0,2.9,5.5
2023-08,财务管理,成都,5,4463.0,7.5,0,1,0,4,34,161596.0,90075.0,4.4,5.0
2023-08,财务管理,武汉,10,8889.0,3.8,0,0,1,5,28,237450.0,164060.0,3.9,3.3
2023-08,财务管理,广州,10,7770.0,8.2,0,0,1,31,3,201384.0,160856.0,3.5,3.3
2023-08,财务管理,南京,3,4263.0,4.4,0,4,0,38,0,136426.0,68510.0,3.0,1.5
2023-08,财务管理,西安,5,10770.0,4.4,0,0,0,2,39,675527.0,172166.0,4.2,2.5
2023-08,财务管理,新加坡,3,6341.0,1.4,0,0,0,12,2,415019.0,110125.0,2.7,1.5
2023-08,财务管理,伦敦,5,2391.0,3.5,0,3,0,18,26,216311.0,44296.0,3.1,2.5
2023-09,研发中心,北京,115,17269.0,4.5,5,3,8,14,24,1186935.0,313414.0,4.1,38.3
2023-09,研发中心,上海,106,40422.0,2.9,3,1,3,10,452,1254126.0,803940.0,5.0,13.2
2023-09,研发中心,深圳,92,24050.0,5.3,1,2,3,23,110,601714.0,396910.0,4.6,10.2
2023-09,研发中心,杭州,74,16664.0,2.6,2,0,2,39,40,772916.0,277479.0,2.6,6.7
2023-09,研发中心,成都,53,5224.0,4.6,3,5,5,30,410,125668.0,83694.0,2.6,7.6
2023-09,研发中心,武汉,45,11203.0,8.1,3,7,5,35,207,1033656.0,221991.0,2.7,3.5
2023-09,研发中心,广州,61,21279.0,4.5,3,1,3,19,278,1519527.0,467717.0,3.9,3.6
2023-09,研发中心,南京,36,10279.0,7.9,0,2,3,21,208,585781.0,208319.0,3.7,5.1
2023-09,研发中心,西安,31,8888.0,3.7,0,4,2,6,123,187029.0,146412.0,2.7,4.4
2023-09,研发中心,新加坡,23,4050.0,8.0,1,6,2,2,33,352254.0,81236.0,3.9,7.7
2023-09,研发中心,东京,18,6513.0,3.4,0,0,1,8,82,555161.0,133515.0,2.6,6.0
2023-09,研发中心,伦敦,12,3323.0,5.0,0,1,0,32,63,105083.0,61841.0,2.9,4.0
2023-09,产品设计,北京,41,15954.0,6.5,2,0,1,16,15,1400025.0,314084.0,3.9,5.9
2023-09,产品设计,上海,42,14470.0,5.6,1,5,2,18,136,413185.0,268916.0,4.0,10.5
2023-09,产品设计,深圳,37,29533.0,4.1,2,2,3,38,39,1805640.0,569101.0,4.2,5.3
2023-09,产品设计,杭州,27,26036.0,2.3,0,1,2,19,0,2375732.0,515913.0,2.6,13.5
2023-09,产品设计,成都,23,11846.0,3.0,1,0,1,8,23,559168.0,239621.0,3.1,3.8
2023-09,产品设计,武汉,18,5820.0,7.6,0,0,1,33,142,295237.0,125760.0,3.0,4.5
2023-09,产品设计,广州,19,10165.0,3.1,0,0,1,19,52,397755.0,177211.0,2.9,19.0
2023-09,产品设计,南京,12,8850.0,3.1,0,2,1,21,61,602159.0,146617.0,4.5,4.0
2023-09,产品设计,西安,17,8299.0,3.4,1,3,0,32,28,731474.0,132138.0,4.1,17.0
2023-09,产品设计,新加坡,11,3621.0,4.8,0,2,0,18,22,230866.0,78029.0,5.0,11.0
2023-09,产品设计,东京,7,3647.0,2.7,0,5,0,36,51,99286.0,62287.0,2.5,3.5
2023-09,产品设计,伦敦,6,4554.0,3.1,0,0,0,14,17,252512.0,88265.0,4.8,6.0
2023-09,销售业务,北京,70,20565.0,4.6,5,5,3,12,78,411412.0,389135.0,2.9,5.4
2023-09,销售业务,上海,70,39379.0,2.9,3,7,7,19,210,2996451.0,878723.0,4.1,7.8
2023-09,销售业务,深圳,65,7217.0,4.3,4,8,2,1,386,585315.0,141197.0,3.5,4.3
2023-09,销售业务,杭州,52,21325.0,7.6,1,0,3,31,306,1973600.0,422273.0,3.5,52.0
2023-09,销售业务,成都,39,5434.0,6.8,1,4,3,6,55,479445.0,95796.0,2.8,9.8
2023-09,销售业务,武汉,27,9347.0,1.2,0,0,1,30,42,575008.0,197030.0,3.9,6.8
2023-09,销售业务,广州,39,6696.0,2.5,1,0,1,39,280,274789.0,120551.0,4.6,3.9
2023-09,销售业务,南京,28,12679.0,5.7,1,6,1,16,41,260284.0,200729.0,2.7,14.0
2023-09,销售业务,西安,23,11703.0,2.2,0,5,0,31,43,435842.0,249363.0,4.8,23.0
2023-09,销售业务,新加坡,16,5883.0,2.4,0,3,1,38,69,315580.0,103927.0,3.7,4.0
2023-09,销售业务,东京,11,6169.0,7.8,0,0,0,1,43,262322.0,115638.0,3.7,3.7
2023-09,销售业务,伦敦,13,4728.0,2.7,0,0,0,40,12,99989.0,92226.0,4.0,4.3
2023-09,运营服务,北京,55,11825.0,1.2,1,2,4,15,174,1110375.0,218000.0,2.6,11.0
2023-09,运营服务,上海,53,20098.0,5.2,2,6,3,0,316,1018832.0,359766.0,4.2,3.5
2023-09,运营服务,深圳,46,7338.0,4.7,3,3,1,5,256,298621.0,133008.0,4.2,6.6
2023-09,运营服务,杭州,36,27316.0,3.3,0,0,3,8,142,1227257.0,476767.0,3.8,3.6
2023-09,运营服务,成都,25,9951.0,3.9,0,2,2,30,197,530848.0,204088.0,4.0,25.0
2023-09,运营服务,武汉,24,13896.0,4.2,1,4,2,20,117,1221347.0,261257.0,4.6,4.8
2023-09,运营服务,广州,29,19203.0,6.7,0,0,1,21,209,1460747.0,407222.0,3.5,29.0
2023-09,运营服务,南京,15,11343.0,7.1,0,0,1,37,96,765582.0,188590.0,3.2,3.8
2023-09,运营服务,西安,17,12139.0,2.7,0,5,0,37,13,353152.0,256613.0,4.2,5.7
2023-09,运营服务,新加坡,11,1882.0,1.2,0,0,0,5,16,75400.0,34448.0,4.3,5.5
2023-09,运营服务,东京,9,2429.0,6.3,0,1,0,38,61,114792.0,41618.0,2.9,4.5
2023-09,运营服务,伦敦,9,1272.0,2.2,0,0,0,3,65,58035.0,19788.0,4.5,9.0
2023-09,市场营销,北京,37,40750.0,1.8,1,6,2,12,229,1190959.0,678769.0,3.5,6.2
2023-09,市场营销,上海,34,30764.0,6.2,0,0,3,39,33,1707867.0,647002.0,4.5,34.0
2023-09,市场营销,深圳,31,13163.0,7.2,2,3,0,23,74,525822.0,251466.0,3.3,4.4
2023-09,市场营销,杭州,28,7004.0,2.5,0,1,0,30,141,421237.0,143709.0,4.2,14.0
2023-09,市场营销,成都,15,14737.0,8.0,0,4,1,29,100,798371.0,251725.0,3.5,3.8
2023-09,市场营销,武汉,17,7805.0,3.7,0,0,0,32,28,513910.0,164229.0,4.2,8.5
2023-09,市场营销,广州,22,20100.0,6.5,0,0,0,39,52,1262028.0,361805.0,3.1,22.0
2023-09,市场营销,南京,17,10807.0,6.7,0,1,0,5,52,502390.0,222802.0,2.7,3.4
2023-09,市场营销,西安,13,6134.0,6.9,0,0,0,1,55,176732.0,128627.0,2.5,6.5
2023-09,市场营销,新加坡,8,6908.0,3.5,0,2,0,32,61,359799.0,111575.0,4.8,4.0
2023-09,市场营销,东京,6,4322.0,3.0,0,0,0,37,29,161822.0,71831.0,3.2,3.0
2023-09,市场营销,伦敦,6,4623.0,7.9,0,0,0,23,32,306784.0,85884.0,4.4,6.0
2023-09,客户成功,北京,34,28209.0,5.1,1,0,2,37,153,2334346.0,505157.0,2.7,5.7
2023-09,客户成功,上海,28,33932.0,6.3,0,4,2,18,76,1755628.0,704842.0,2.9,28.0
2023-09,客户成功,深圳,24,14909.0,8.3,0,0,2,33,96,844597.0,267741.0,3.1,24.0
2023-09,客户成功,杭州,20,18605.0,4.6,0,3,1,7,77,880175.0,408793.0,4.4,4.0
2023-09,客户成功,成都,16,11835.0,2.2,0,3,1,8,128,857078.0,187006.0,4.2,16.0
2023-09,客户成功,武汉,16,10357.0,6.4,1,6,0,27,10,730042.0,167172.0,2.7,5.3
2023-09,客户成功,广州,14,19592.0,5.5,0,0,0,17,44,1088368.0,417334.0,3.7,4.7
2023-09,客户成功,南京,10,12092.0,6.4,0,1,1,35,51,679705.0,262321.0,3.3,10.0
2023-09,客户成功,西安,11,9949.0,4.3,0,0,0,29,14,716531.0,178621.0,3.5,5.5
2023-09,客户成功,新加坡,4,7961.0,4.2,0,2,0,36,15,404459.0,164187.0,3.5,2.0
2023-09,客户成功,伦敦,5,3485.0,3.9,0,4,0,4,14,119012.0,61822.0,5.0,5.0
2023-09,人力行政,北京,19,17650.0,3.9,0,0,1,38,103,410457.0,287706.0,4.9,4.8
2023-09,人力行政,上海,23,37325.0,7.7,1,5,1,35,77,2202039.0,724011.0,4.6,3.8
2023-09,人力行政,深圳,20,30058.0,1.8,0,1,0,10,126,2011001.0,517572.0,3.0,4.0
2023-09,人力行政,杭州,13,10273.0,3.7,0,0,0,8,30,188379.0,166870.0,3.7,6.5
2023-09,人力行政,成都,7,6046.0,4.1,0,0,0,32,55,309370.0,112860.0,4.2,7.0
2023-09,人力行政,武汉,13,8570.0,3.7,0,0,0,9,22,283038.0,156768.0,3.4,6.5
2023-09,人力行政,广州,11,17448.0,3.8,0,4,0,18,21,1357025.0,332312.0,4.5,11.0
2023-09,人力行政,南京,8,14194.0,7.3,0,1,0,10,60,480505.0,240248.0,2.8,8.0
2023-09,人力行政,西安,10,5781.0,6.3,0,3,0,14,43,482402.0,92300.0,3.9,3.3
2023-09,人力行政,新加坡,3,1695.0,3.0,0,0,0,27,21,123529.0,33017.0,3.8,1.5
2023-09,人力行政,东京,2,4870.0,5.3,0,0,0,6,5,278546.0,77678.0,3.7,2.0
2023-09,人力行政,伦敦,2,3791.0,4.3,0,4,0,39,9,210221.0,71839.0,4.1,2.0
2023-09,财务管理,北京,19,43211.0,3.6,0,3,0,12,125,2837520.0,882363.0,4.2,3.8
2023-09,财务管理,上海,16,42324.0,1.4,0,3,0,40,50,2961452.0,683685.0,3.0,5.3
2023-09,财务管理,深圳,16,10767.0,6.2,1,4,0,6,87,233644.0,226577.0,4.5,8.0
2023-09,财务管理,杭州,8,15161.0,4.9,0,5,0,8,50,662862.0,263624.0,4.6,4.0
2023-09,财务管理,成都,13,15167.0,4.9,0,1,0,10,0,1345934.0,241411.0,2.8,4.3
2023-09,财务管理,武汉,10,9737.0,4.2,0,1,0,5,52,826235.0,179971.0,4.6,10.0
2023-09,财务管理,广州,14,22760.0,2.4,0,4,0,36,83,991598.0,393344.0,4.8,14.0
2023-09,财务管理,南京,4,10087.0,5.3,0,2,0,16,20,541928.0,214203.0,5.0,2.0
2023-09,财务管理,西安,2,10412.0,2.9,0,4,0,21,0,818400.0,230067.0,4.8,2.0
2023-09,财务管理,新加坡,5,5998.0,6.5,0,1,0,13,36,434035.0,133220.0,4.5,2.5
2023-09,财务管理,东京,2,3329.0,1.3,0,2,0,40,14,67891.0,60188.0,3.9,1.0
2023-10,研发中心,北京,113,9270.0,5.1,5,10,3,8,29,819336.0,201366.0,4.8,8.1
2023-10,研发中心,上海,109,40635.0,1.9,1,0,10,36,632,2084577.0,868248.0,3.6,7.3
2023-10,研发中心,深圳,97,11954.0,1.3,5,6,4,16,515,423835.0,259052.0,3.4,6.1
2023-10,研发中心,杭州,74,17514.0,1.9,3,1,4,20,502,1415679.0,372575.0,4.6,3.9
2023-10,研发中心,成都,58,13049.0,1.4,1,6,2,15,38,634347.0,267252.0,2.5,5.3
2023-10,研发中心,武汉,45,17818.0,7.7,2,7,4,15,338,390323.0,318524.0,4.9,6.4
2023-10,研发中心,广州,65,6934.0,7.4,2,1,2,37,180,353280.0,149604.0,2.8,7.2
2023-10,研发中心,南京,42,12867.0,7.7,2,5,3,19,7,1084102.0,268368.0,3.5,7.0
2023-10,研发中心,西安,37,10931.0,1.3,0,0,4,2,230,375496.0,207091.0,3.3,5.3
2023-10,研发中心,新加坡,26,8391.0,6.4,1,6,1,25,192,525709.0,177402.0,4.1,26.0
2023-10,研发中心,东京,21,4554.0,2.0,0,3,2,24,127,106014.0,77114.0,2.8,21.0
2023-10,研发中心,伦敦,15,2264.0,8.0,0,2,1,11,45,152051.0,36507.0,4.9,15.0
2023-10,产品设计,北京,41,35961.0,5.6,2,0,3,10,295,1440224.0,761648.0,3.3,5.1
2023-10,产品设计,上海,36,33214.0,2.9,2,3,2,28,214,3155530.0,601981.0,3.6,5.1
2023-10,产品设计,深圳,34,33267.0,5.0,2,1,3,19,8,2279386.0,643691.0,4.5,4.2
2023-10,产品设计,杭州,33,11243.0,4.6,1,2,0,6,261,374742.0,191937.0,4.2,8.2
2023-10,产品设计,成都,24,17054.0,2.5,1,2,1,0,120,469801.0,374060.0,3.9,4.8
2023-10,产品设计,武汉,18,4935.0,2.8,1,0,1,32,106,110571.0,91120.0,3.6,4.5
2023-10,产品设计,广州,26,5855.0,2.2,1,1,2,14,15,526398.0,111916.0,5.0,6.5
2023-10,产品设计,南京,16,13210.0,3.2,0,0,0,0,53,668114.0,238394.0,3.7,4.0
2023-10,产品设计,西安,10,9000.0,5.9,0,5,0,11,48,389188.0,185891.0,3.7,10.0
2023-10,产品设计,新加坡,11,3685.0,7.3,0,2,0,6,88,280494.0,64909.0,3.6,11.0
2023-10,产品设计,东京,8,3661.0,3.4,0,0,0,20,17,271586.0,73157.0,4.9,8.0
2023-10,产品设计,伦敦,2,4585.0,3.9,0,0,0,20,13,252877.0,78622.0,3.1,1.0
2023-10,销售业务,北京,71,19831.0,4.3,4,9,8,23,61,1379434.0,409636.0,4.6,3.9
2023-10,销售业务,上海,66,41715.0,5.2,2,3,7,37,228,1594172.0,736907.0,2.7,4.1
2023-10,销售业务,深圳,64,22813.0,4.3,1,3,6,22,385,771411.0,389813.0,3.0,3.6
2023-10,销售业务,杭州,50,11925.0,5.8,3,3,2,20,231,264503.0,190083.0,4.7,3.6
2023-10,销售业务,成都,38,17366.0,7.4,2,2,2,34,278,322823.0,345216.0,4.5,7.6
2023-10,销售业务,武汉,28,10067.0,4.0,1,5,2,32,161,477891.0,220957.0,4.9,5.6
2023-10,销售业务,广州,44,12906.0,7.1,3,4,3,1,107,921402.0,229879.0,5.0,5.5
2023-10,销售业务,南京,30,12609.0,6.7,1,5,2,36,222,413051.0,205022.0,4.0,10.0
2023-10,销售业务,西安,23,3402.0,7.0,1,2,0,0,100,110441.0,58122.0,3.9,3.8
2023-10,销售业务,新加坡,12,8345.0,3.8,0,2,0,34,78,257081.0,159985.0,3.8,12.0
2023-10,销售业务,东京,9,2650.0,1.2,0,3,0,1,25,234676.0,43750.0,2.9,4.5
2023-10,销售业务,伦敦,8,2409.0,3.4,0,2,0,37,48,111061.0,38789.0,4.6,4.0
2023-10,运营服务,北京,49,11418.0,2.3,3,6,1,26,88,962924.0,208430.0,3.8,7.0
2023-10,运营服务,上海,49,41359.0,2.7,1,0,4,33,275,1308493.0,642801.0,2.9,8.2
2023-10,运营服务,深圳,48,20618.0,5.0,3,5,2,13,201,707781.0,374761.0,3.1,3.4
2023-10,运营服务,杭州,40,13202.0,1.5,1,5,4,9,263,1030021.0,225085.0,3.0,5.7
2023-10,运营服务,成都,26,15260.0,5.0,1,6,1,5,161,382168.0,321209.0,3.1,3.7
2023-10,运营服务,武汉,20,15905.0,6.2,0,0,0,6,99,797473.0,330509.0,3.6,10.0
2023-10,运营服务,广州,32,9978.0,7.3,1,3,3,34,169,532723.0,217486.0,4.6,4.6
2023-10,运营服务,南京,16,4909.0,5.4,0,0,1,32,79,290170.0,78341.0,3.5,4.0
2023-10,运营服务,西安,12,10611.0,7.0,0,4,1,18,53,680258.0,210734.0,3.6,4.0
2023-10,运营服务,新加坡,12,3074.0,7.3,0,4,1,8,39,121858.0,68092.0,3.5,4.0
2023-10,运营服务,东京,11,4229.0,3.3,0,1,1,9,9,218152.0,66784.0,2.9,3.7
2023-10,运营服务,伦敦,7,1639.0,2.7,0,1,0,16,54,136309.0,30529.0,4.5,7.0
2023-10,市场营销,北京,40,35970.0,5.7,1,1,1,1,177,2439418.0,742536.0,4.6,5.7
2023-10,市场营销,上海,38,10914.0,5.1,1,2,3,7,255,846804.0,187536.0,3.9,6.3
2023-10,市场营销,深圳,33,14834.0,7.1,0,0,1,37,91,448223.0,313662.0,2.9,3.7
2023-10,市场营销,杭州,23,14834.0,6.0,0,3,0,28,100,900548.0,240925.0,4.5,5.8
2023-10,市场营销,成都,21,7076.0,8.2,1,0,1,14,34,281112.0,154443.0,2.7,4.2
2023-10,市场营销,武汉,15,6731.0,3.0,1,1,0,10,62,252729.0,122383.0,2.9,7.5
2023-10,市场营销,广州,25,9088.0,8.2,0,1,1,25,90,345685.0,177878.0,4.0,12.5
2023-10,市场营销,南京,17,12610.0,6.6,0,1,2,33,105,857028.0,266675.0,3.2,4.2
2023-10,市场营销,西安,11,11607.0,5.5,0,3,1,21,7,891511.0,200879.0,4.2,5.5
2023-10,市场营销,新加坡,5,4076.0,1.4,0,0,0,29,31,127541.0,64464.0,2.6,2.5
2023-10,市场营销,东京,6,2627.0,5.4,0,0,0,30,7,146548.0,45079.0,4.3,6.0
2023-10,市场营销,伦敦,4,4113.0,3.8,0,2,0,33,25,179760.0,90215.0,4.4,2.0
2023-10,客户成功,北京,33,36887.0,5.6,1,0,2,14,201,1752824.0,583049.0,3.2,4.1
2023-10,客户成功,上海,31,11239.0,1.2,0,0,1,33,152,387016.0,223385.0,3.4,10.3
2023-10,客户成功,深圳,32,28135.0,5.5,0,2,1,15,186,763117.0,436866.0,3.5,5.3
2023-10,客户成功,杭州,26,30834.0,3.9,1,5,1,18,143,2804508.0,521687.0,4.4,6.5
2023-10,客户成功,成都,16,11407.0,5.0,0,0,0,35,17,426422.0,195159.0,3.5,5.3
2023-10,客户成功,武汉,11,12225.0,7.6,0,1,0,39,45,449216.0,219645.0,4.4,5.5
2023-10,客户成功,广州,14,15021.0,5.1,0,0,1,35,107,818691.0,256216.0,4.3,14.0
2023-10,客户成功,南京,9,3889.0,5.7,0,2,0,21,34,290688.0,65382.0,4.7,4.5
2023-10,客户成功,西安,13,2810.0,6.8,0,0,1,26,58,167624.0,55138.0,3.4,6.5
2023-10,客户成功,新加坡,8,5855.0,8.1,0,4,0,2,25,458555.0,100447.0,3.4,8.0
2023-10,客户成功,东京,7,4205.0,7.4,0,0,0,1,18,341479.0,85531.0,3.7,3.5
2023-10,客户成功,伦敦,6,3735.0,3.2,0,5,0,10,6,328798.0,70666.0,4.5,3.0
2023-10,人力行政,北京,24,37669.0,6.1,0,0,1,32,118,1209965.0,688260.0,3.3,24.0
2023-10,人力行政,上海,17,8727.0,5.1,0,4,1,7,37,419182.0,183830.0,4.2,3.4
2023-10,人力行政,深圳,15,24199.0,2.2,0,0,0,31,97,1496770.0,481303.0,3.8,5.0
2023-10,人力行政,杭州,13,12289.0,8.2,0,4,0,33,37,316980.0,249096.0,4.2,4.3
2023-10,人力行政,成都,12,20200.0,2.6,0,0,1,17,27,1081653.0,369949.0,2.8,6.0
2023-10,人力行政,武汉,10,11569.0,8.3,0,0,0,39,32,438592.0,235659.0,4.6,5.0
2023-10,人力行政,广州,12,4446.0,1.6,0,0,1,23,52,95681.0,75889.0,4.7,12.0
2023-10,人力行政,南京,4,12209.0,3.5,0,5,0,38,31,371089.0,223154.0,4.4,4.0
2023-10,人力行政,西安,11,7987.0,7.8,0,2,0,13,34,304885.0,155913.0,3.7,3.7
2023-10,人力行政,新加坡,3,8231.0,3.9,0,5,0,26,13,553316.0,177290.0,5.0,1.5
2023-10,人力行政,东京,5,4023.0,7.3,0,1,0,30,4,358048.0,85596.0,3.3,5.0
2023-10,人力行政,伦敦,4,3835.0,5.5,0,5,0,35,20,127372.0,69832.0,4.4,4.0
2023-10,财务管理,北京,20,18711.0,2.8,0,0,2,10,89,887044.0,392049.0,2.6,20.0
2023-10,财务管理,上海,15,39248.0,4.2,0,5,0,9,61,3083325.0,604583.0,2.8,7.5
2023-10,财务管理,深圳,18,24904.0,6.4,1,0,1,13,83,466280.0,535770.0,4.4,9.0
2023-10,财务管理,杭州,15,9674.0,6.5,1,3,0,35,80,250111.0,210498.0,3.5,3.8
2023-10,财务管理,成都,7,21259.0,2.4,0,0,0,22,19,791533.0,338083.0,4.1,7.0
2023-10,财务管理,武汉,4,7915.0,3.5,0,5,0,26,3,652517.0,143164.0,3.7,4.0
2023-10,财务管理,广州,6,18280.0,4.4,0,0,0,22,2,1274548.0,305157.0,4.8,6.0
2023-10,财务管理,南京,6,3182.0,5.8,0,1,0,8,9,254086.0,63971.0,4.5,3.0
2023-10,财务管理,西安,7,7273.0,4.2,0,0,0,40,11,288461.0,143936.0,4.1,3.5
2023-10,财务管理,新加坡,4,3237.0,2.8,0,4,0,29,0,150598.0,70004.0,3.1,4.0
2023-10,财务管理,东京,4,3715.0,2.6,0,5,0,35,24,152819.0,65851.0,3.4,2.0
